Unnamed: 0,name,time,brand,post,date,Location,posted,Thanked,predicted_class,sentiment_score
441, ashutoshb , 14:05 ,Senior - BHPian,"Went to have a look at the Magnite. The plastic quality of the interiors is definitely better than what the pictures suggest. There was some waiting for a test drive, and I was in a hurry, so will go back again. The doors and hatch are light built for sure. The bonnet is heavy though. Overall, the build quality appears tinny. Rest only a crash test rating will clear. I had a chat with one person who had already booked one. When I shared my apprehension about the safety, his reply was that one can not get everything at this price. That sums up the popular opinion. People are more inclined towards looks and features. Safety takes a backseat. Overall, I did like the Magnite. But, I wouldn't recommend it to any one in my circle till the time a crash rating is out.", 24th December 2020,NOIDA,1748,4244,"Brakes, Wheels or Tires",Positive
442, andafunda , 14:49 ,BHPian,"Hi all - a friend is looking to buy the Magnite XE variant as his first, independent car (apart from the family car). He found out that the XE doesn't have central locking which is an essential feature. Can he get it done third party and will it affect warranty?", 24th December 2020,Mumbai,218,1302,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
443, Mr.Boss , 14:54 ,Distinguished - BHPian," Quote: Originally Posted by andafunda He found out that the XE doesn't have central locking which is an essential feature. Can he get it done third party and will it affect warranty? Anything that is added apart from authorized dealership will void warranty (on paper) Earlier models of Nissan / Datsun had remote lock as genuine accessory, I hope it can be done at dealer level.", 24th December 2020,GPS,2806,7439,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
444, ATRONIX , 15:34 ,BHPian,Magnite XL NA engine variant walkaround video is out. Gets black + beige interior scheme. https://youtu.be/CV5EkRPT-08 , 24th December 2020,Mumbai,181,704,Entertainment/Navigation/Connectivity (broken or difficult to use),Neutral
445, akg7091 , 15:52 ,BHPian,"Test drove the CVT Turbo today. Pretty good. There's vibrations from the engine at idle which are a bit too much to ignore. CVT almost as good as the one in the civic hybrid. Rubber band effect is very prominent but doesn't affect drivability if driving within the city. Only pedal to the metal will you notice the ~1.5 sec lag. Hill assist is good enough for 20deg inclines. Don't expect it to do wonders on very steep inclines. Use of parking brake will be needed for steep inclines. The car engine stalled when I switched it on while parked on an incline, disengaged the handbrake and then put it in drive while the car just kept rolling back - lack of torque at low RPMs. TPMS is a basic OK / Not OK and doesn't show the actual tyre pressure. The audio system ( I drove the standard / non JBL version ) is pretty good. Wonder how much better the JBL would be. Wireless android auto didn't work. Sales guy had no idea how to enable it. I am sure it works just that he didn't know how to. A few more things I noticed - The trip meter was showing the car had been driven for a total of 90kms and the avg. efficiency was 5.2kmpl. The left high beam LED was not aligned properly and was lighting up the floor in front of the car instead of the distance where the right beam was focused. The doors don't inspire confidence when closed ( seemed flimsy / not as heavy as nexon )", 24th December 2020,Noida,424,833,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
446, harpreetsubhi , 17:10 ,BHPian,"Just for the information of all, the Magnite test drives have not yet started in Faridabad. Looks like it will happen eventually in 2021. I'll update as soon as I have an update on this.", 24th December 2020,Faridabad,255,163,Interior/Instrument Panel/Material Quality (broken or difficult to use),Positive
447, JishD , 17:18 ,BHPian,"Finally got to test drive the manual Xv prem turbo today. Pros 1. Strong engine for the segment (3rd gear) 2. Good ground clearance in real world 3. Feels solid at lower speeds (was impossible to pass 80 due to traffic) Cons 1. Very high vibrations on idle with ac on- you can feel it on every seat, though none on the gearshift or steering wheel ( the YouTube coin experiment doesn't show reality) 2. Bumpy ride in the rear seat (roads weren't great, but Magnite was even more bouncy than the new wagon r which isn't a champ either) 3. Long clutch travel and rough gearshift esp from 1>2 Had been strongly considering Magnite CVT so pt 3 is not a challenge. But pt 1 and 2 are potential deal breakers, especially considering this will be used as a family city car. Purely based on price, will still give it another shot when CVT is available for TD. But lack of sophistication has been underwhelming to say the least.", 24th December 2020,Gurgaon,579,743,Climate Control - Heating & Cooling (broken or difficult to use),Very Negative
448, Venkatesh , 19:24 ,Senior - BHPian,Nissan Magnite deliveries begin https://youtu.be/RhrRDHnnLlw , 25th December 2020,Hyderabad,8159,42933,Interior/Instrument Panel/Material Quality (broken or difficult to use),Neutral
449, vellatechie , 13:23 ,BHPian," Quote: Originally Posted by JishD Cons 1. Very high vibrations on idle with ac on- you can feel it on every seat, though none on the gearshift or steering wheel ( the YouTube coin experiment doesn't show reality) 2. Bumpy ride in the rear seat (roads weren't great, but Magnite was even more bouncy than the new wagon r which isn't a champ either) 3. Long clutch travel and rough gearshift esp from 1>2 Were you feeling the vibrations on the clutch and doors as well? I really do hope Renault positions Kiger, at a slight premium and fixes the clutch and vibration issue in its car.", 26th December 2020,Gurugram,186,725,"Brakes, Wheels or Tires",Positive
450, JishD , 13:33 ,BHPian," Quote: Originally Posted by vellatechie Were you feeling the vibrations on the clutch and doors as well? I really do hope Renault positions Kiger, at a slight premium and fixes the clutch and vibration issue in its car. No discernable vibration on clutch , but yes, there was resonance on the doors at idle.. The seat vibrations were the real bummer though - reminded me of old kaali peeli taxis. Hoping it was a one off on the TD car, else the Koreans will end up taking my money.", 26th December 2020,Gurgaon,579,743,"Brakes, Wheels or Tires",Very Positive
451, starke , 16:53 ,BHPian,Black colour have a very different road presence than all other bright colours. Dual tone interior also looks better than the all black by giving it a premium tone. Hope they release some Nismo version with chrome deletion and reddish accents https://m.youtube.com/watch?v=rYl6j8...ature=youtu.be , 26th December 2020,TOKYO,250,946,Body Exterior and Paint,Very Positive
452, aaggoswami , 21:08 ,Senior - BHPian,"Test Drove the CVT turbo Magnite today. Few observations : 1. Hood isn't heavy, there was panel movement when I had put weight on hood via my hand. Almost like my 2015 Swift. 2. Doors are light, so is the tailgate. On the whole, dont expect solid build. Those having Terrano in their garage and looking forward to Magnite as secondary car will be disappointed. 3. Dashboard is high. One the move after adjusting the seat to a higher position one can see the hood, but the high dash somehow creates a claustrophobic ambience for who are not tall. 4. Ride quality is surprisingly mature in urban surroundings. Helps to increase comfort quotient. 5. CVT is well tuned for light inputs. In typical urban domain if one is not looking foward to lunge in to those small gaps, Magnite is happy. However, demand more and it disappoints. There was some sort of incremented lag at around 2200 rpm. Gearbox wont let the car accelerate, had to flex right foot to get gearbox out of what I feel is transmission flat spot. Worst part of CVt is gathering speed quickly after speed breakers. Due to suspension killing design of speed breakers, I was tackling them at 10 kmph. But gathering pace after speed breaker was not effortless and demanded quite heavy throttle inputs to quickly gather pace. 6. Engine has vibration at idle as expected from a three cylinder. As rpm needle climbs, so does the engine noise inside cabin. 7. OVRM Electric motors retract or open ORVM quickly ! Definitely faster than what I had in my Swift. Power windows roll up and down quite fast, faster than my 2014 City. Overall : Good for around Rs. 8 lakh, but not more than that. For a small footprint, they have created quite a well proportioned silhouette. Excellent effort but somehow, I didnt feel its as well rounded as it could have been specially when top trims touch a million bucks.", 26th December 2020,Vadodara,4981,2925,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
453, tj123 , 23:41 ,Senior - BHPian,"I was looking for an automatic car with small foot print and higher ground clearance due to the pathetic condition of roads around me. When I saw Magnite I liked sharp design and couple with a good CVT and a value for money price tag. I went to a Nissan Showroom on Christmas day, the dealership was buzzing with potential customers. I was lucky to get a test drive of the XV Premium CVT variant within 15 minutes. On starting the engine, I felt a very mild vibration while at idle, which is typical of a 3 cylinder engine. Putting the vehicle on reverse I experienced the around view monitor, felt it was pretty useful feature to have while parking. Although the quality of display could have been better. The test drive was short may be around 1.5 -2 km. The service road on the outer ring road was all dug-up and shabbily covered with rocks and dirt, good way to test the off-roading capability of the Magnite. Well it handled it quite well there was no noise or thuds. Maybe I was driving it sanely The CVT was very smooth and responsive overall I liked the way it handled the bad roads. While driving there is no noise or vibrations in the cabin, overall I will rate it as 'good' considering the price point. The interiors space was decent and the rear space was far better than Sonet. The sales man who accompanied me was not that experienced and was struggling with his English. Anyways looking into the price list, on the point of insurance they said that I am free to take it from outside they dont have objection, but if I go through the dealer endorsed insurance claims can be processed cashless. Looking at the price list they have not mentioned the handling charges fee upfront but smartly they are asking a Rs.8000 fee for RTO registration expenses (as highlighted in the pricelist). If one does not want this then customer can opt out and get it registered themselves is what they are telling. Since there were too many people around and I was running short on time, I did not bargain much and just paid the booking amount of 11k and came out. In the forum I read somewhere that handling fee is not being charged now, is there a Nissan contact point where I can escalate such malpractices by dealers, can anyone enlighten me ! I booked the dual tone red shade which is having one of the highest waiting period (approx. 4 month) anyways I am in no hurry to get the vehicle right now.", 26th December 2020,BLR,1146,676,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
454, Nalin1 , 14:28 ,BHPian,"I peeped into this very showroom yesterday ( Surya Nissan) and saw something never seen before!. Jampacked and a long queue for the test drive!. If they had priced the Kicks sensibly, they could have had at least half of this crowd a year ago. Whether they sell the Magnite to all of them or not, if they manage to sell the Kicks to some, justice is done. The Kicks is a fantastic car wasted .", 27th December 2020,Bangalore,896,2617,"Brakes, Wheels or Tires",Very Positive
455, praveen_n , 17:41 ,BHPian," Quote: Originally Posted by tj123 In the forum I read somewhere that handling fee is not being charged now, is there a Nissan contact point where I can escalate such malpractices by dealers, can anyone enlighten me ! . You can try and take this up with Nissan but to be honest I wonder if it will make any sense due to the following 1. The dealer has not mentioned handling charges anywhere. 2. The dealer is already giving you an option to you to complete the registration process yourself which means they are not forcing you to pay 8000.", 27th December 2020,Bangalore,118,107,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
456, tj123 , 19:34 ,Senior - BHPian," Quote: Originally Posted by praveen_n 2. The dealer is already giving you an option to you to complete the registration process yourself which means they are not forcing you to pay 8000. Is it not the duty of the dealer to get the registration done for a new car as a service to the customer ? Any ways he is getting his dealer commission on sales . Asking the customer to go the RTO sounds ridiculous, who will go even there to save 8K and lose peace of mind. Is this the case with other dealers also ?", 27th December 2020,BLR,1146,676,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
457, akg7091 , 20:21 ,BHPian," Quote: Originally Posted by tj123 Is it not the duty of the dealer to get the registration done for a new car as a service to the customer ? Any ways he is getting his dealer commission on sales . Asking the customer to go the RTO sounds ridiculous, who will go even there to save 8K and lose peace of mind. Is this the case with other dealers also ? You can get it registered on your own if you employ any agent found at the RTO for ~2K but it's not worth the headache. Neo Nissan Noida employed similar tactics when I asked for a breakup of the RTO charges mentioned in the pricing sheet. I was told that I am free to get the registration done on my own and if I don't agree with their pricing then the booking will be cancelled and my amount refunded completely ( Already paid INR 5.5 lacs ). I finally negotiated the ""service charges"" to INR 3,000 Nissan dealers have never seen the type of demand that Magnite has generated. It's gone to their heads. Nissan India is trying but has limited control over the dealerships. I hope Nissan improves. If people have issues with the after sales, no matter how good the car, word of mouth will ensure Nissan does a Fiat", 27th December 2020,Noida,424,833,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
458, starke , 20:24 ,BHPian,"Offtopic : Another ludicrous YouTuber (Is this a new category now? ) test driving the car on a public road. I understand he is doing the so-called ""Tough test"", but endangering civilians is a threat. On a sidenote, the car seems to be pulling well with that tiny 1-litre turbo https://www.youtube.com/watch?v=X-Ww0gR1yaA ", 27th December 2020,TOKYO,250,946,Squeaks/Rattles - Water Leaks - Wind/Road Noise,Very Negative
459, tj123 , 20:32 ,Senior - BHPian," Quote: Originally Posted by akg7091 I finally negotiated the ""service charges"" to INR 3,000 Yes I was also thinking on similar lines, will negotiate when they will ask me for further payments.", 27th December 2020,BLR,1146,676,"Brakes, Wheels or Tires",Positive
460, Nalin1 , 20:59 ,BHPian," Quote: Originally Posted by starke Offtopic : Another ludicrous YouTuber (Is this a new category now? ) test driving the car on a public road. I understand he is doing the so-called ""Tough test"", but endangering civilians is a threat. This video was posted earlier on this thread!. Car got the praise and the reviewer lambasted for his test drive. He tested the car, himself, road, passengers, pedestrians and fate!. Now he is getting the stick on the bad drivers thread .", 27th December 2020,Bangalore,896,2617,"Brakes, Wheels or Tires",Very Negative
461, srishiva , 11:56 ,Senior - BHPian,Nissan already combining Kicks with Magnite ads on one single page. Hope Magnite helps Nissan as a whole, 28th December 2020,Bengaluru,4375,2256,"Brakes, Wheels or Tires",Very Positive
462, dudevarkey , 09:58 ,BHPian,"Did test drive of CVT on Sunday evening. It drives better than what I expected after watching all those reviews in YouTube. Had taken it on bad roads, highway and on steep incline and it was ok on all roads. I have read somewhere that the hill hold works on inclines of 20 degrees or less, but it was not the case. The stock speakers (not JBL) was better than what I had in my S-Cross. The around view monitor display was very bad when I checked it in the display car inside the showroom, but it was far better in daylight; still its low resolution. I am ok with the car and so planning to go ahead with the purchase. A few observations (not sure if these were specific to the TD car as the car had some technical glitches when it arrived at the dealership). Power windows work only when the engine is running. The fuel gauge turns red when fuel tank is about to drain, not blinking like some other cars. The car stalled during the drive and the fuel gauge was still showing one bar and the distance to empty (think so, not sure though as there was only a symbol, nothing written) on the MID showed 21.7 Km. You will not be able to listen to music or use the blower when the car is turned off; these work for sometime, then they turn off.", 29th December 2020,Thrissur/TDPA,150,302,Climate Control - Heating & Cooling (broken or difficult to use),Positive
463, Venkatesh , 10:44 ,Senior - BHPian,Nissan Magnite waiting period update Source , 29th December 2020,Hyderabad,8159,42933,Electric Motor/Battery,Neutral
464, Deadpool , 10:51 ,BHPian,Magnite Bookings are almost close to 20k mark. base XE variant waiting period is now more than 8 months. Source - https://www.rushlane.com/nissan-magn...-12387169.html, 29th December 2020,Kolkata,123,801,Entertainment/Navigation/Connectivity (broken or difficult to use),Neutral
465, AkMar , 10:59 ,Senior - BHPian,"That is quite some waiting period! In my opinion it is high enough to turn away some buyers (not that Nissan will really care - they have their plate full for the moment!). But well done Nissan, your last shot at the Indian market is indeed a blockbuster hit. Lets hope they ramp up production somehow & manage to bring down the waiting period", 29th December 2020,Mumbai,1183,2604,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
466, dudevarkey , 11:12 ,BHPian," Quote: Originally Posted by Deadpool [b]base XE variant waiting period is now more than 8 months. Booked XV Premium CVT DT (Flare Garnet Red & Onyx Black) on 13th Nov, and no idea about delivery date. The dealer is getting their first shipment in the first week of Jan and deliveries start from 9th Jan - Only Silver colour in XV Pre CVT. They are saying in the second shipment also Red is not there.", 29th December 2020,Thrissur/TDPA,150,302,Climate Control - Heating & Cooling (broken or difficult to use),Negative
467, tj123 , 11:22 ,Senior - BHPian,"Attached is the quick reference guide for Nissan Magnite , it worth going through it once for Magnite customers.", 29th December 2020,BLR,1146,676,Interior/Instrument Panel/Material Quality (broken or difficult to use),Positive
468, dudevarkey , 12:16 ,BHPian,Magnite Owners Manual, 29th December 2020,Thrissur/TDPA,150,302,Drivetrain,Neutral
469, Turbokick , 13:09 ,BHPian,"Finally I took the test drive of both MT and CVT variants of Magnite. I have booked the CVT XL variant prior to this to keep the price locked (as promised by Nissan). Here are my observations : +ves : 1. Stunning looks. Very balanced and most proportionate 4 meter CSUV in its class. It may not be as tall or wide as some of its competitors but it makes up with a great design overall. 2. Space management is pretty sorted. Front seat space is good. Rear seat has got adequate knee room and headroom. The width wont allow three people to seat comfortably though. A kid can fit in. Floor is flat for better comfort. Boot space is again reasonable and wont be thing to complain about. 3. 1.0 Turbo has got meat. It is pretty responsive and can give you brisk acceleration with four people on board. Midrange is strong and that matters a lot. 4. CVT is smooth in terms of power delivery. The acceleration is very linear and thanks to the torque on offer, the rubber band effect is not prominent. Just like the Manual version the CVT can be a brisk performer as well. 5. The ride felt sorted. I think the car can handle bad roads with decent authority. It is not a smooth and sophisticated setup to keep the outside noise away but the body feels reasonably solid on bad roads. High speed stability should be good well. 6. LED headlamp setup looked good in the dusk. Spread should be nice and thick. -ves : 1. Vibrations ! The 3 cylinder thrum is considerable. CVT in particular felt very noisy at idle and at slow speeds. The whine of CVT transmission makes it not so impressive. MT is little better in this regard and more acceptable. I wonder how the car will age with time. Hopefully the noise and vibes don't increase over time. Don't expect 4 cylinder Honda/Hyundai kind of silence. Diesel lovers would feel at home though 2. The clutch in the MT is heavy. It is heavier than the Dzire DDIS which I own. Very aggressive while releasing and it can be little annoying in the traffic. 3. 360 Degree Camera has got embarrassingly poor resolution. Instead of such gimmicky they can simply have a single back camera with good resolution. 4. Steering calibration isnt perfect. It has got unnecessary weight at low speeds and the feedback isnt very direct. Neutral points : 1. Interior doesnt look too cheap or bad. It is pretty reasonable. Doors feel adequate and not Maruti light while closing. There are some fit and finish issues but not terribly bad anywhere. 2. Digital console looks funky and the display quality is good. It takes some getting used to though. The Tachometer reading is little difficult to understand while driving. 3. Infotainment system is fine. Not great not bad or laggy as some competitors either. 4. The 6 speaker non JBL system sounds fine. Nothing much to complain here. Nissan Magnite. Its stance when compared with Creta and Kicks. Dashboard layout. Neat ! The speedo console and good looking steering wheel improve the ambience. Poor quality of 360 Degree camera. ACC Controls and Switches. Boot space is adequate. All the textures used in the cabin is visible here. Door panels have gap. Though it is uniform. Door Lock/Unlock hinges are well made unlike what some reviews had to say. Front doors. Gear lever has got slightly long throws. Glovebox alignment looked fine. Depth is nice. Some misfit parts. Rear doors. The Denim like materials on door pad would last well. Will be easy to clean too. Rubber beadings look bad here. Steering is well made. Wheel cladding is bit too big but would protect the panels well. ", 29th December 2020,Bhubaneswar,647,1304,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
470, k_kumar , 03:25 ,BHPian, Quote: Originally Posted by Turbokick Poor quality of 360 Degree camera. And poor typography too. But spelling error shouldn't impede safe maneuvering., 30th December 2020,Chennai,75,139,Features/Controls/Displays (broken or difficult to use),Very Negative
471, xjosephjacob , 09:44 ,BHPian," Quote: Originally Posted by k_kumar And poor typography too. But spelling error shouldn't impede safe maneuvering. I'm no language master, but why don't you recheck Google says Nissan is correct.", 30th December 2020,Kochi,275,683,Squeaks/Rattles - Water Leaks - Wind/Road Noise,Very Negative
472, dudevarkey , 10:40 ,BHPian," Quote: Originally Posted by k_kumar And poor typography too. But spelling error shouldn't impede safe maneuvering. You are correct - Maneuvering (US). Your computer will show this as correct spelling. Quote: Originally Posted by xjosephjacob I'm no language master, but why don't you recheck Google says Nissan is correct. Nissan is also correct and since in India we follow British English (really?), Nissan is more accurate - Manoeuvring (UK) And this is the third post for a spelling confusion.", 30th December 2020,Thrissur/TDPA,150,302,Climate Control - Heating & Cooling (broken or difficult to use),Very Negative
473, k_kumar , 12:06 ,BHPian,"Thanks for clarifying. The UK spelling completely went out of my mind. Now I can vaguely remember the presence of 'o' in the word, but can't recall when I last saw the British spelling! Nissan is correct indeed.", 30th December 2020,Chennai,75,139,Electric Motor/Battery,Positive
474, ChevyTeddy , 13:19 ,BHPian,"Managed to get a test-drive of the Magnite Turbo XV Premium (Manual) yesterday by being the first at the showroom (Marikkar Nissan in Trivandrum). My impressions: 1. Really easy ingress/egress 2. Clutch is not very forgiving - stalled a couple of times while I was trying to find the sweet spot for change-engage-move. But it's also easy to get the hang of, especially when you are on the move, and then shifting gears was very smooth. 3. No vibrations when stationary or moving at low speeds. Having been tempted to consider a change of wheels only because of the Magnite, I was a bit disappointed when people mentioned that vibrations are significant (read, uncomfortable). I paid special attention to this aspect, but nowhere did I feel that the vibrations were a problem. At idle and with clutch fully engaged, I wasn't even sure the engine was running. Addendum: During one of the stalls, I wasn't aware that the vehicle had stopped. When I restarted the car, I wasn't sure if the engine had come back on - it was that smooth. 4. Suspension isn't one of the reasons to buy the car, though. That said, over-inflated tyres (""as it came from the factory,"" was the SA's response to my query) could be a cause. There was wobbling, but even on a really bad road, there was never a feeling of being thrown around. 5. Power steering is LIGHT. I'm used to the Ritz's strong, solid PS. Magnite's steering feels like the old i10's, but even lighter. For a significantly bigger vehicle, it might take some getting used to. 6. Audio quality on the stock setup is more than passable - it's as good as the setup I have on my Ritz (which was an after-market installation and tuned to my liking) Special note to the staff for not blindly sticking to rules (""test-drives only for those who have booked the car"") and giving me a spin. They were informed but not pushy. And clearly buoyed up by the demand they are seeing. I'm told there are 500+ bookings for the showroom since the launch and wait-times are now 24 weeks+ for the Manual XV Premium, and 32+ weeks for the base XE. TLDR, good test drive. Almost tempted to book the XV Premium before the prices go up tomorrow.", 31st December 2020,Bengaluru,88,276,Features/Controls/Displays (broken or difficult to use),Very Positive
475, saisree , 20:08 ,BHPian,"In a search for a CSUV for my brother in law and we took Magnite too into consideration. AutoRelli Nissan dealer at Mount Road Chennai. Showroom was crowded and there were a bunch of deliveries that were happening. Nissan never in its dreams would have thought of this craze for them. We couldn't get a TD as there were lot of booking and waiting for the TD itself. So went through the display car and here are my observations 1. Imposing stance. Decent overall size. Looks bold and beautiful. 2. There seems to be lot of space between the grill and the radiator. Gives even more bigger appeal. 3. Fit and finish could have been better. A compromise for the price in my opinion 4. A, B, C Pedals were close and I didn't feel it comfortable reaching to them. Space was less in the foot area. 5. IRVM felt very cheap as if, its picked from a regular fancy store with rough edges. 6. We didn't like the AC vents design. Love/Hate. 7. we could see the car flex everywhere we pressed it. Comparable to Maruti Wagon R/Celerio. 8. Bonnet was not so strong/ had weight when compared with say XUV 300/ Sonet/ Ecosport. Some how it didn't pull our strings to book for a TD and further enquiry. We are moving away from Magnite.", 31st December 2020,"TN-11,",938,2414,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
476, SportsMedicine , 01:35 ,BHPian,Nissan Magnite scores 4 Stars in ASEAN NCAP. Kudos. Link: https://aseancap.org/v2/?p=5220, 1st January 2021,Surat,66,372,Entertainment/Navigation/Connectivity (broken or difficult to use),Very Positive
477, Storm2.0 , 01:42 ,BHPian," Quote: Originally Posted by SportsMedicine Nissan Magnite scores 4 Stars in ASEAN NCAP. Kudos. Attachment 2100771 Link: https://aseancap.org/v2/?p=5220 Wow what a great news to begin the new year with. That'll be a tight slap on the faces of Hyundai, Kia and Maruti if it's the India made Magnite for Indian markets. Also wishing all the members a very Happy New year.", 1st January 2021,Bangalore,373,1382,"Brakes, Wheels or Tires",Very Positive
478, starke , 01:58 ,BHPian," Quote: Originally Posted by SportsMedicine Nissan Magnite scores 4 Stars in ASEAN NCAP. Kudos. Attachment 2100771 Link: https://aseancap.org/v2/?p=5220 This is something to celebrate and as per the information, the exported magnite is also the same one as the Indian one. So 2 MINR Seltos at average 3 Star huh! Interesting Nissan India is planning big and I can't wait for their future lineups ", 1st January 2021,TOKYO,250,946,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
479, parrys , 03:35 ,Senior - BHPian,"Very happy for Nissan reading the crash test rating. They needed this, and now the waiting period might just be justified. TOP RANKED car manufacturers need to wake up and build safe cars.", 1st January 2021,Thane,1561,7763,"Engine, Fuel System and Exhaust",Very Positive
480, PrasannaDhana , 07:11 ,Distinguished - BHPian,"We need to ensure its India spec Magnite before celebrating this crash test rating. As far as I remember, even Ciaz scored 4 stars in ASEAN NCAP. If it's the same spec as Indian Ciaz is anyone's guess", 1st January 2021,TRICHY,2901,18086,Climate Control - Heating & Cooling (broken or difficult to use),Positive
481, ganadrive16 , 09:09 ,BHPian," Quote: Originally Posted by PrasannaDhana We need to ensure its India spec Magnite before celebrating this crash test rating. As far as I remember, even Ciaz scored 4 stars in ASEAN NCAP. If it's the same spec as Indian Ciaz is anyone's guess Nissan has produced Magnite only for India at the moment. So there is certainly doubt in the authenticity. This only goes to show the engineering prowess of Nissan to keep high standards at a tight cost under a low volume base. Wake up call to Korean gizmo loving masses!", 1st January 2021,Chennai,26,67,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
482, sreejithkk , 09:41 ,BHPian," Quote: Originally Posted by Storm2.0 Wow what a great news to begin the new year with. That'll be a tight slap on the faces of Hyundai, Kia and Maruti if it's the India made Magnite for Indian markets. Also wishing all the members a very Happy New year. As of now, now, no info on if the test is done on magnite for Indian market. As of today, only GNCAP test india specific model. For example, the current gen Swift got 4 star in ASEAN Ncap. The specs and kerb weight etc are similar to indian swift, but indian swift got 2 stars by GNCAP. So trust only GNCA P for India specific model rating.", 1st January 2021,KOCHI,197,470,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
483, JithinR , 10:12 ,BHPian," Quote: Originally Posted by ganadrive16 Nissan has produced Magnite only for India at the moment. So there is certainly doubt in the authenticity. This only goes to show the engineering prowess of Nissan to keep high standards at a tight cost under a low volume base. Wake up call to Korean gizmo loving masses! Well, Nissan Magnite Indonesia Quoting the relevant portion: Quote: Today, Nissan Indonesia unveils the all-new Nissan Magnite compact SUV, combining powerful performance, a striking exterior and advanced technologies to help Indonesian customers tackle any urban environment. While it would be amazing if this rating is for the Indian version, I sincerely hope Nissan doesn't try to pull what Renault did with the Captur Renault Captur Misleading add (The Renault Captur's new ad is ethically wrong & deceiving! Blatantly fooling the Indian customer)", 1st January 2021,Bengaluru,943,3468,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
484, ashutoshb , 10:14 ,Senior - BHPian,"Its good to hear that the Magnite received four stars by ASEAN NCAP. But, we are not sure whether its the same spec that the average Indian buyer gets. Nissan is known to offer differently specced versions of the same car (see video below), so I would still wait for Global NCAP to test one. https://youtu.be/UL_2MdSTM7g ", 1st January 2021,NOIDA,1748,4244,Squeaks/Rattles - Water Leaks - Wind/Road Noise,Negative
485, John316_WRC , 11:02 ,BHPian,"Happy New Year dear fellow BHPians! I took a test drive of the Turbo Manual yesterday. Few pointers: Stunning Looks - Good proportions, the car looks like it was designed to be a sub 4m car right from the start, not a chop job. Special mention to the XV premium with all LED headlamps, looks very sharp. Space - When you see the car from outside you wouldn't think it will be very spacious, but it is truly a pleasant surprise once you step in. Three of us sat in the back seat and we found it comfortable & spacious. (In terms of back seat, the XUV300 is still top of the class). The boot too has a good shape and capacity. Quality- The interior quality is definitely & noticeably better than the Brezza though not as good as the Koreans. Padded doors, neatly designed dash, everything felt good to touch. Chunky steering wheel is nice to hold. Lambo-esque AC vents look and feel special. Safety & Build - We all are waiting for the NCAP results of the India spec car so no comments on that front. But the doors shut with a good thud. Point to note - doors are not light, neither are they heavy. Same story with the bonnet. Minimal flexing on body panels. So initial impressions are pretty good. Engine & gearbox - Punchy mid range is a joy to drive. Even below the power bracket, it doesn't feel sluggish by any means. Car feels stable and gearshifts are engaging. Go for the turbo variant - highly recommended. Negatives: 1. Vibrations. At idle there are Vibrations on the floor & some felt on the pedals. Once on the move these vibrations disappear. No vibes felt on the gear lever. Could be a deal breaker for some users. 2. Dealer reach - this is self explanatory. For a service interval of 10k kms or 1 year driving far once a year shouldn't deter someone from buying a capable car. Not a deal breaker. Overall it is an impressive package at a reasonable price. Good job Nissan. ", 1st January 2021,DXB-DEL-CTC,217,1226,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
486, SideView , 12:48 ,BHPian,"My friend brougth over a Magnite CVT that he was test driving. One word its a “looker”. He was happy with it, mentioned he might book. Doesnt look small, has it proportions: not too small nor too large either. ( i felt it looks larger than Venue) The bonnet has a nice heft to it, even heavier than my Terrano.(as I wanted to see how the engine bay looked like) Couple of pics that I took: ", 1st January 2021,Bengaluru,602,1661,Electric Motor/Battery,Very Positive
487, TheHelix0202 , 13:00 ,BANNED," Quote: Originally Posted by SideView Doesnt look small, has it proportions: not too small nor too large either. ( i felt it looks larger than Venue) The front looks decent and all, but the sides....those quirky plastic claddings over the wheel arches and those alloys just do not gel well together.", 1st January 2021,BLR,989,2623,"Steering, Handling or Ride",Negative
488, KPR , 13:08 ,BANNED,"For my eyes Venue, Sonet & Magnite looks like how a sub4m pseudo SUV look like. In that front Ecosport has masked the 4m length well and tick the look from various angles. Just my opinion and I don't prefer sub 4m SUV.", 1st January 2021,Dholakpur,828,2527,Body Exterior and Paint,Very Positive
489, tj123 , 13:36 ,Senior - BHPian,"Well done Nissan ! This is great news, Nissan & Renault Kiger will be giving serious competition to all the other sub compacts SUV's. On another note I heard from a dealer that Magnite has now over 25K bookings and wait time may go up further.", 1st January 2021,BLR,1146,676,"Brakes, Wheels or Tires",Very Positive
