Unnamed: 0,name,time,brand,post,date,car name,location,posted,thanked,predicted_class,sentiment_score
522, Mr Anderson , 02:27 ,BHPian," Quote: Originally Posted by ashvek3141 I think Kia should really get rid of that awful black headliner in the GT Line. I see lot a comments and the flak it has received and rightly so. It makes the already small cabin look even more claustrophobic. By small I mean, the headroom is a bit limited due to the sunroof, plus the all-black upholstery on the dash and seats. We have seen that Kia has been receptive to customer feedback , let me be clear - with regards to the asthetics and have made necessary changes / improvements in the past. Case in point, the 1st-gen was launched with a white seat upholstery for the GTX+ variants which was later changed to black. Similarly, I think Kia should take the comments on the headliner and revert to a lighter shade. I wouldn’t mind if they even change the seat upholstery to a lighter shade. I think times have changed and since people have accepted it (like in the XUV700) they will surely do with the Seltos. The sage green interiors in the GTX would be great too, rather than just limiting it to the X-line wherein customers have to compromise on the exterior colour! Read : Matte exterior colour is not easy to maintain. Exactly. I weighed the the pros and cons of both X-line and GT-line and finally went in for the X-line The interiors without a doubt feel much more premium in X-line, and after giving it quite a thought, I was ready to maintain the matte graphite colour because I actually loved this colour ever since I first saw it in the pre-facelift seltos. My entire family was kind of meh about the matte graphite colour when I booked the car. They hadn't seen such a colour before and weren't showing interest when I tried to show them videos on YouTube where reviewers were reviewing an Xline. My wife and dad were unanimously voting for a glossy black. But once I took them actually to see that colour in the showroom, they also loved it and changed their minds altogether..", 5th September 2023,kia-seltos,Raipur,104,249,Entertainment/Navigation/Connectivity (broken or difficult to use),Very Positive
523, 07CR , 07:12 ,Senior - BHPian," Quote: Originally Posted by Highh5 I saw this coming. Not going to deny what you are saying but until proven I will take it as an assumption. As I said above we all know what Harrier is capable of and it implies how well it can handle impact in comparison to Kia Seltos (Read better sheet metal thickness, that sound of Thud when you close the doors). Again, this can be subjective but this is my opinion. We can agree to disagree on this. Thank you! I think bhpian has provided enough evidence for me to think it's true. There's even talk on other media channels about it ( on top of it, I had heard about it on motorbeam). So Tata to should probably know about it and therefore have gotten the Harrier/Safari tested if they indeed thought it is safe. A bit fishy even the smallest Tiago and all other cars get tested but the flagships in Tata don't get tested? Regarding sheet metal build. I would advise you to not judge a car's build quality just by sheet metal. On top of my head there have been examples like an early generation Indian Polo and Duster(with great sheet metal build) scoring 0 stars in GNcap but a Honda City, Jazz and Amaze with very light sheet metal scoring 4 stars in Global ncap. I think we digressed a lot here. Apologies to forum members for the same.", 5th September 2023,kia-seltos,Pune,"1,419","4,090",Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
524, jazzy , 09:15 ,BHPian,"Experienced emergency braking for the first time yesterday. Despite some of my friends telling me to disable the feature when driving in the city as it can lead to someone rear-ending my vehicle, I have kept all ADAS features on, intentionally but also as I am still trying to understand all the features and possible scenarios when and how to use those. So, I had parked briefly on the side of a road, I started the car and tried to come out on the driving lane and in a flash, the car stopped and an alarm went off. It happened so fast that it took me a couple of seconds to realise what had happened. Just then a biker zoomed past me, on the driver side and I got the perspective. As is the general driving style in country, I was trying to take my car out ""slowly"", I had checked in my right side rear-view mirror and I thought the biker was too far behind and would have enough time to slow down. However, the ADAS system thought otherwise. If I remember correctly, I might have forgotten to put on my right indicator, a practice I, regrettably, sometimes forget since it's been years now driving in India. It was kind-of a force of habit when I had started driving here. In the end, I feel it's good to have this feature even within city limits. I can either put on indicator, in which case, emergency braking won't happen (this is as per my SA, not tested by me) OR ADAS assumes control and applies brakes.", 5th September 2023,kia-seltos,Bengaluru,68,143,Climate Control - Heating & Cooling (broken or difficult to use),Very Negative
525, itzvicky201 , 10:23 ,BHPian,"A question to new DCT GT+ Turbo petrol and Team-bhp seniors: What is your view on DCT heating and Kia's solution to it in new Kia Seltos 2023? I read in some reviews that Kia has interestingly given Idle-Start-Stop to mitigate risks of DCT transmission getting overheated. This stops engine during idling and enables cooling down DCT run. Do you think it actually solves the problem? In a bumper-bumper traffic situation like Bangalore, how should one handle DCT driving? Any driving tips?", 5th September 2023,kia-seltos,KA03,136,171,Climate Control - Heating & Cooling (broken or difficult to use),Very Negative
526, jazzy , 11:09 ,BHPian," Quote: Originally Posted by itzvicky201 A question to new DCT GT+ Turbo petrol and Team-bhp seniors: What is your view on DCT heating and Kia's solution to it in new Kia Seltos 2023? I read in some reviews that Kia has interestingly given Idle-Start-Stop to mitigate risks of DCT transmission getting overheated. This stops engine during idling and enables cooling down DCT run. Do you think it actually solves the problem? In a bumper-bumper traffic situation like Bangalore, how should one handle DCT driving? Any driving tips? I read a few driving tips online but yesterday when I was driving in heavy Bangalore traffic, I realised it's not easy to drive that way. For example, one should not try to accelerate fast immediately after braking. Tough to implement. However, idle-start-stop and auto-hold work flawlessly. As soon as the car comes to a halt, auto-hold gets on and in a few seconds, engine shuts off. It works so smoothly that I have stopped checking it completely, there is no need to apply parking brake or change gear to P. Just apply brake and accelerator and forget everything else. I am not sure how much it would cool the DCT though but should have some effect.", 5th September 2023,kia-seltos,Bengaluru,68,143,Climate Control - Heating & Cooling (broken or difficult to use),Very Negative
527, Sufficient_shop , 11:18 ,BHPian," Quote: Originally Posted by jazzy there is no need to apply parking brake or change gear to P. Just apply brake and accelerator and forget everything else. I am not sure how much it would cool the DCT though but should have some effect. I'm no expert and my limited knowledge says the car needs to be in P or N for the DCT to be disengaged and not heat up. With auto-stop, the clutch is still in Drive mode, isn't it? That means dual clutch is still engaged and heat up. Correct me if I'm wrong.", 5th September 2023,kia-seltos,Bangalore,190,331,Entertainment/Navigation/Connectivity (broken or difficult to use),Very Negative
528, jazzy , 11:37 ,BHPian," Quote: Originally Posted by Sufficient_shop I'm no expert and my limited knowledge says the car needs to be in P or N for the DCT to be disengaged and not heat up. With auto-stop, the clutch is still in Drive mode, isn't it? That means dual clutch is still engaged and heat up. Correct me if I'm wrong. What I read (and saw in youtube videos) is that, it used to be like that long time back. I used to drive that way about 15 years back, shifting to N always at traffic signal. Nowadays, it's no advantage in changing gear to N mode. Also, there is no practical use of changing to N, its only purpose is when your car is getting towed as the car won't budge if it's in any other gear. Similarly, P is only for parking, nothing else. The DCT is disengaged when auto-hold is on AFAIK but if you are pressing brakes and the car is still moving, the clutch may be strained (same as with manual). I am no expert either. In addition to this, if you put your car in N anytime, you must also use EPB or your brakes, to keep it from sliding.", 5th September 2023,kia-seltos,Bengaluru,68,143,Climate Control - Heating & Cooling (broken or difficult to use),Very Negative
529, riteshritesh , 12:08 ,BHPian,"I got to take the new car to office and back home. There is no rubber/protection on the dead pedal. The foot is directly on the carpeted area there. I think I will do a DIY rubber cut-out and stick it with a double sided tape( If it sticks because of the carpet Fibres). I wanted to know more about the Stop-start function that the IVT has, so maybe some existing IVT owners can chime in too. 1) Does the engine shut-off when brakes are pressed and start when released. Doesn't this consume more Fuel as the brakes are super sensitive and even a slightest change in pressure starts the car. How is this helpful in saving fuel? 2) Can't this stop-start at signal/braking be manual, as in when I brake the car stops and remains in that shut off position till I press the accelerator ( as I would like to remove my foot off the brake and use the handbrake maybe). 3) I believe Auto-hold is not available on the HTX IVT. Can someone confirm this? The car felt big and overwhelming inspite of me occasionally using the BRV. It will take time to get used to it and the gadgetry inside it.", 5th September 2023,kia-seltos,Mumbai,549,704,Climate Control - Heating & Cooling (broken or difficult to use),Positive
530, TheRealityLemon , 14:27 ,Newbie,"Dear members who already bought, booked or planning to book the New Seltos. Please help me with this query. I just checked the pricing of Kia Carens with 1.5 Turbo petrol DCT which is the similar to top end engine transmission combo of Seltos, but the exshowroom price is almost 1.75 Lacs lesser for Carens which is also a bigger car with two more seats than Seltos. Any reason why? Thanks in advance.", 5th September 2023,kia-seltos,Chennai,9,8,"Engine, Fuel System and Exhaust",Very Positive
531, itzvicky201 , 17:07 ,BHPian," Quote: Originally Posted by Sufficient_shop I'm no expert and my limited knowledge says the car needs to be in P or N for the DCT to be disengaged and not heat up. With auto-stop, the clutch is still in Drive mode, isn't it? That means dual clutch is still engaged and heat up. Correct me if I'm wrong. My understanding is that DCT is Automatic-Manual. So, engine is automated to decide which gear has to launch depending on the drive condition. In this case, I presume when we are pressed on brake pedal, it will disengage the clutch and hence will not put pressure on DCT system. Vehicle creeping using half-pressed brake without lifting your feet fully will create wear and tear to DCT. In the case of Idle-Start-Stop, as the engine comes to a complete halt, DCT is not under pressure of heating and hence, it will improve marginally on wear-tear of DCT in overall. Experts - Correct me if I'm wrong. I am curious to know on how paddle shifters will help/aid in such condition. Are paddle shifters effective in heavy bumper-bumper traffic?", 5th September 2023,kia-seltos,KA03,136,171,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
532, Sufficient_shop , 21:22 ,BHPian," Quote: Originally Posted by itzvicky201 I am curious to know on how paddle shifters will help/aid in such condition. Are paddle shifters effective in heavy bumper-bumper traffic? From my understanding, in order to use paddle shifters, the car should be moving at ~20 kmph or more. It's not meant for B2B traffic.", 5th September 2023,kia-seltos,Bangalore,190,331,"Engine, Fuel System and Exhaust",Very Positive
533, jazzy , 21:55 ,BHPian," Quote: Originally Posted by TheRealityLemon Dear members who already bought, booked or planning to book the New Seltos. Please help me with this query. I just checked the pricing of Kia Carens with 1.5 Turbo petrol DCT which is the similar to top end engine transmission combo of Seltos, but the exshowroom price is almost 1.75 Lacs lesser for Carens which is also a bigger car with two more seats than Seltos. Any reason why? Thanks in advance. I had asked the same question to my SA and his one word answer was ADAS. There are a few features missing too like 360 deg camera, panoramic sunroof etc. Also with smaller alloy wheels, Carens looks more like MUV than an SUV. And if you use the extra seats in Carens, you get much less boot space. Still, Carens is a very good VFM product, in my view.", 5th September 2023,kia-seltos,Bengaluru,68,143,"Brakes, Wheels or Tires",Very Positive
534, Sufficient_shop , 15:34 ,BHPian,"This thread is dead as a doornail. I expected it to slow down with Elevate and Nexon hogging limelight this week, but didn't expect it to go dead completely Are people taking deliveries? There's no update on my delivery except that I was offered a White GTX+ DCT and I rejected as I'm looking for Sparkling Silver only. As per the recommendation of one of the tBHP members on this thread, I emailed the dealer and figured out I'm fourth in line for this particular color/variant. No idea how long it'd take to get the allotment. ", 7th September 2023,kia-seltos,Bangalore,190,331,All-Wheel/4-Wheel Drive,Very Negative
535, axe_deo , 16:16 ,BHPian,"Kia has messed up with the colour combinations. The black interiors of GTX+ feels claustrophobic. I took the test drive of GTX+ diesel AT as well as the DCT. I didn't like the black interiors at all. The Xline interiors look much better, at least in pictures. I couldn't see that in person as the Xline variant was neither on display nor available for test drive. But, Xline is available in only one colour(Matte Graphite) which I don't like. Kia should either offer more exterior colour options for the Xline variant or offer interior colour options for the GTX+ variant.", 7th September 2023,kia-seltos,Mumbai,107,242,Climate Control - Heating & Cooling (broken or difficult to use),Very Negative
536, Mr Anderson , 17:05 ,BHPian," Quote: Originally Posted by Sufficient_shop Are people taking deliveries? There's no update on my delivery except that I was offered a White GTX+ DCT and I rejected as I'm looking for Sparkling Silver only. I would have taken the white one. Hats off to your patience. Quote: Originally Posted by axe_deo Kia has messed up with the colour combinations. The black interiors of GTX+ feels claustrophobic. I took the test drive of GTX+ diesel AT as well as the DCT. I didn't like the black interiors at all. The Xline interiors look much better, at least in pictures. I couldn't see that in person as the Xline variant was neither on display nor available for test drive. But, Xline is available in only one colour(Matte Graphite) which I don't like. Kia should either offer more exterior colour options for the Xline variant or offer interior colour options for the GTX+ variant. Exactly why I chose an xline over the gtline. Much more premium looking interiors. And also I loved the Matt graphite ever since it was launched in the pre facelift version. It was a win win for me.", 7th September 2023,kia-seltos,Raipur,104,249,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
537, jazzy , 18:21 ,BHPian," Quote: Originally Posted by Sufficient_shop This thread is dead as a doornail. I expected it to slow down with Elevate and Nexon hogging limelight this week, but didn't expect it to go dead completely I don't expect a lot of sales either, so the thread is going to be dead soon. The big problem for Kia is the NCAP ratings which has ruined customer's trust. People who don't always wear seat belts and rely on things like ""sound of door thud"" still want a car with better safety ratings. Buyers have choices.", 7th September 2023,kia-seltos,Bengaluru,68,143,Climate Control - Heating & Cooling (broken or difficult to use),Very Negative
538, Sufficient_shop , 19:00 ,BHPian," Quote: Originally Posted by jazzy I don't expect a lot of sales either, so the thread is going to be dead soon. The big problem for Kia is the NCAP ratings which has ruined customer's trust. People who don't always wear seat belts and rely on things like ""sound of door thud"" still want a car with better safety ratings. Buyers have choices. Well, Seltos sold 9500+ units in July 2023 (pre-facelift), so I don't think sales are an issue at all. It's one of the top selling models despite all the brouhaha around safety and NCAP. Don't have Aug numbers but it should be strong. Quote: Originally Posted by Mr Anderson I would have taken the white one. Hats to your patience. To be honest, I'm very tempted to go with white if this wait continues. I was told nearly 50% of the bookings are for White and most are for GTX+ DCT itself, so I thought I'll get another chance anyway.", 7th September 2023,kia-seltos,Bangalore,190,331,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
539, aseem23 , 19:05 ,BANNED," Quote: Originally Posted by Sufficient_shop Don't have Aug numbers but it should be strong. Quote: Originally Posted by jazzy I don't expect a lot of sales either, so the thread is going to be dead soon. Quote: Originally Posted by Sufficient_shop Are people taking deliveries? Hey, Sharing some numbers of Seltos for Aug. Kias Seltos continued its steady growth, landing at the seventh spot with 10,698 units sold, a 23.65% increase over the previous year. The Seltos maintained a 7.62% market share. Source: https://www.rushlane.com/top-10-suvs...-12478491.html", 7th September 2023,kia-seltos,World,182,554,Features/Controls/Displays (broken or difficult to use),Very Positive
540, ssoni.1411 , 19:22 ,BHPian," Quote: Originally Posted by aseem23 Hey, Sharing some numbers of Seltos for Aug. Kias Seltos continued its steady growth, landing at the seventh spot with 10,698 units sold, a 23.65% increase over the previous year. The Seltos maintained a 7.62% market share. Source: https://www.rushlane.com/top-10-suvs...-12478491.html Creta has held its position even after so many launches, particularly I thought Seltos facelift will pull buyers but it is still going strong. Wonder what the Creta Facelift is going to do!", 7th September 2023,kia-seltos,Mumbai,153,198,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
541, Mr Anderson , 19:22 ,BHPian," Quote: Originally Posted by Sufficient_shop Well, Seltos sold 9500+ units in July 2023 (pre-facelift), so I don't think sales are an issue at all. It's one of the top selling models despite all the brouhaha around safety and NCAP. Don't have Aug numbers but it should be strong. To be honest, I'm very tempted to go with white if this wait continues. I was told nearly 50% of the bookings are for White and most are for GTX+ DCT itself, so I thought I'll get another chance anyway. I booked a Seltos X-Line using K-code since that was always what my hearted wanted. But I told my dealership that I am open for GT-Line option as well. The colour options I gave my SA in order of preference was X-Line > black > grey > silver > white. Green blue and red were never an option for me. If only one was available I would taken which ever got delivered first. Gladly X-Line was the first and only model they could arrange. 10 days later they still haven't got another GT-Line / X-Line diesel version in their showroom. The availability is an issue in my city. I am not sure about yours. Mod Note : Please go through our Posting Etiquette for post composition and request you to strictly adhere to it. Thanks.", 7th September 2023,kia-seltos,Raipur,104,249,"Brakes, Wheels or Tires",Very Positive
542, Sufficient_shop , 19:30 ,BHPian," Quote: Originally Posted by ssoni.1411 Creta has held its position even after so many launches, particularly I thought Seltos facelift will pull buyers but it is still going strong. Wonder what the Creta Facelift is going to do! Hyundai has been around for decades and will continue to garner more attention and sales compared to Kia. Creta facelift should be kickass too and local Hyundai dealer told me they are looking at Jan 2024 launch instead of April/May as they had planned earlier.", 7th September 2023,kia-seltos,Bangalore,190,331,Climate Control - Heating & Cooling (broken or difficult to use),Negative
543, ssoni.1411 , 19:36 ,BHPian," Quote: Originally Posted by Sufficient_shop This thread is dead as a doornail. I expected it to slow down with Elevate and Nexon hogging limelight this week, but didn't expect it to go dead completely Are people taking deliveries? There's no update on my delivery except that I was offered a White GTX+ DCT and I rejected as I'm looking for Sparkling Silver only. As per the recommendation of one of the tBHP members on this thread, I emailed the dealer and figured out I'm fourth in line for this particular color/variant. No idea how long it'd take to get the allotment. Asked my SA too yesterday about the update. He said to wait, he will inform when my car gets allotted. I am in no hurry since I have requested to get the car in Oct. Quote: Originally Posted by Sufficient_shop Hyundai has been around for decades and will continue to garner more attention and sales compared to Kia. Creta facelift should be kickass too and local Hyundai dealer told me they are looking at Jan 2024 launch instead of April/May as they had planned earlier. If it is true, makes me want to reconsider whether I should take my delivery next month or wait a few more months. Agreed the car will be more or less the same, but the Hyundai badge commands a priority.", 7th September 2023,kia-seltos,Mumbai,153,198,Climate Control - Heating & Cooling (broken or difficult to use),Very Negative
544, Mr Anderson , 20:24 ,BHPian," Quote: Originally Posted by ssoni.1411 Creta has held its position even after so many launches, particularly I thought Seltos facelift will pull buyers but it is still going strong. Wonder what the Creta Facelift is going to do! For every 1 dealership of Kia, Hyundai has 4. They have been here since 1998 while Kia arrived recently in 2019. People simply have more access to Hyundai's cars due to more dealerships, hence more sale. There are still numerous smaller cities and towns that have a Hyundai showroom but not Kia. Seltos is not even an option for them. What Kia has achieved with just 1/4th the number of outlets as compared to Hyundai is phenomenal.", 7th September 2023,kia-seltos,Raipur,104,249,Climate Control - Heating & Cooling (broken or difficult to use),Very Negative
545, Chugh_H , 20:40 ,BHPian,"Since there are not too many delivery updates on the thread, let me share a pic of my GTX+ that I received on 1st of this month. I haven't driven much yet as I had an outstation trip planned but early impressions echo the views and sentiments that most people have talked about on the forum. In my view, the car looks great from the outside. I wish Kia would not have added the excessive chrome though, espc on the door handles and the window line. Once inside, it is true that the all black interiors might make a few folks feel claustrophobic but things do lighten up a little once you open the roof liner. Most of my first 100kms went in understanding all the warnings and chimes the car threw at me. By default, all the ADAS features were switched on, plus an audio warning to notify driver of children crossing on the road (switched it off via Navigation). I switched off all ADAS / assist features except auto parking sensor switch on, blind spot warning, and rear cross traffic emergency braking. I'll switch off the emergency braking too tomorrow as the braking action is too sudden. The other car in my garage is a 2018 Ecosport with 17"" wheels so I am not the best person to comment on ride quality, nothing can disappoint me in this regard. In comparison to Ecosport, the handling dynamics aren't bad, neither is the steering. That said, the ford is still more engaging to drive, more so because it's a manual. There is definitely a DCT lag at low speeds. Also, this isn't a smooth gearbox < 20kmph. Since I am moving from a manual, it's pronounced for me. But if you are in the mood to pick up some speed, it's effortless in this car. Things change significantly when you move the gearbox to S mode. With the whole dials changing color drama when you do so, and the gearbox keeping engine above 2k rpm, you ought to get a smile on your face if you are coming from a smaller car. The car is feature loaded to the T, but they somehow managed to skip a request sensor on the passenger side door. Also, the sensor is a button type rather than a capacitive one you get with Ford (or even Hondas). Makes me appreciate my Ford even more. If you are really lazy, the stop-and-go cruise control actually is useable on 2+ lane roads. There are options to dial how quickly and smooth the system will react. Also, at an instance it failed to recognise a bike which dived in between me and the leading car. The lane keep assist also worked fine when I tried, I don't trust the system yet so didn't try for a long time. I think I'd never get a chance to use it anyway. The blind spot warning is, well, a warning in your ORVM, until you actually turn on either indicator and then it beeps thrice or so if it senses an object, this is Ford / VW level smartness that I wasn't expecting in a KIA . I am not sure if this is how it is with all blind spot warning systems. The autohold is a godsend feature. If you tap the brake lightly and come to a stop, it wouldn't engage. Press the brake hard once and it will hold the car. Let me know if there are specific questions that I can help answer for those who are waiting for their deliveries / unsure of something. ", 7th September 2023,kia-seltos,Delhi,41,222,Electric Motor/Battery,Very Negative
546, Mr Anderson , 22:10 ,BHPian," Quote: Originally Posted by Chugh_H Since there are not too many delivery updates on the thread, let me share a pic of my GTX+ that I received on 1st of this month. I haven't driven much yet as I had an outstation trip planned but early impressions echo the views and sentiments that most people have talked about on the forum. How do we switch off the emergency breaking? It almost got me into trouble. I thought I'd easily overtake a truck from the left side that was, as always, driving with super slow speed on the 'fast' lane. When I was about the overtake and change lanes, emergency break caught me off-guard because another truck was infornt of me although still far enough from me to cause any danger, but the emergency break had my heart pumping", 7th September 2023,kia-seltos,Raipur,104,249,Drivetrain,Very Negative
547, ashvek3141 , 22:24 ,BHPian," Quote: Originally Posted by Chugh_H let me share a pic of my GTX+ that I received on 1st of this month. Attachment 2500507 You car looks dapper in this shade of Black ! Many congrats and wish you happy miles. Do keep updating the thread as you spend more time with the car. Your inputs, especially on the new 1.5 L turbo motor will be very helpful.", 7th September 2023,kia-seltos,Goa,783,"2,216",All-Wheel/4-Wheel Drive,Very Positive
548, nkvyas , 00:34 ,Newbie,"My Xline is still due for delivery. Went today to meet the SA to whom I have been in touch via phone till now. I have booked it from SNR Kia, Bhopal. Initially I have started the conversation with Sunglobe Kia but they didn't respond very well to my hard requirement of BH series. Today as it was janmashtami, there were lot of deliveries being made. Lot of happy faces and smiles and two songs ""congratulations, it's celebrations"" & 'jai dev jai dev"" were on repeat mode. It was good experience and I've been told that 99% I'll get it in this month else Oct is 100%. It seems they're only getting 1 Xline per month. One more request I've made is to send the car for PPF before delivery and my SA has agreed to it. Also I requested him to not install any accessories or tags before the PPF is done. I opted for bare minimum necessary accessories (no chrome obviously). Then I went to the Ceramic Pro studio just few metres from the showroom to meet and discuss my plan. They were very welcoming and are well prepared. I've been quoted 1.2 lacs for full Kavaca matte PPF with ceramic coating alloys, front grill etc. One more change I am gonna do is to replace the tyres with Conti UC6. Still trying to get the quote from different vendors. Not finalized anyone yet. I am thinking on whether or not to go for the foot step as accessory. Is it really worth it? It's costing around 16k+. Will keep this thread updated as time passes.", 8th September 2023,kia-seltos,Hyderabad,24,91,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
549, Vibhu_95 , 07:18 ,Newbie,"Hi folks, this is my first post on the forum. Great to be part of the family. I got my HTX IVT on 18th August last month but the number plate is no where insight. Is it supposed to take this long ? I have done around 500km till now and the car is amazing to drive. Will share the detailed review soon.", 8th September 2023,kia-seltos,Gurgaon,4,6,Squeaks/Rattles - Water Leaks - Wind/Road Noise,Very Positive
550, Sufficient_shop , 08:13 ,BHPian," Quote: Originally Posted by Vibhu_95 Hi folks, this is my first post on the forum. Great to be part of the family. I got my HTX IVT on 18th August last month but the number plate is no where insight. Is it supposed to take this long ? I have done around 500km till now and the car is amazing to drive. Will share the detailed review soon. Welcome and congratulations on your new ride! It shouldn't be taking this long at all. Try to check with your local RTO once.", 8th September 2023,kia-seltos,Bangalore,190,331,Squeaks/Rattles - Water Leaks - Wind/Road Noise,Very Positive
551, jazzy , 08:25 ,BHPian," Quote: Originally Posted by Vibhu_95 Hi folks, this is my first post on the forum. Great to be part of the family. I got my HTX IVT on 18th August last month but the number plate is no where insight. Is it supposed to take this long ? I have done around 500km till now and the car is amazing to drive. Will share the detailed review soon. My dealer asked for 3 days from the date of registration and since we took delivery after 3 days, it was fixed when we took delivery. Check with your dealer and RTO. Quote: Originally Posted by ssoni.1411 Creta has held its position even after so many launches, particularly I thought Seltos facelift will pull buyers but it is still going strong. Wonder what the Creta Facelift is going to do! A friend of mine, who has a Hyundai Tucson, checked out my seltos and immediately commented on the same styled MID, infotainment system, buttons on the steering wheel and many more things. I believe the facelifted Creta will be closer to seltos in terms of features and may be more, with slightly lower prices just to undercut Kia. Meanwhile, Tata is also getting closer in terms of offering similar features in facelifted Nexon, although it is a segment below. It might be a more suitable city car for people who want to have more than one car in the stable. The competition is heating up.", 8th September 2023,kia-seltos,Bengaluru,68,143,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
552, skywalker18 , 09:03 ,BHPian," Quote: Originally Posted by Vibhu_95 Hi folks, this is my first post on the forum. Great to be part of the family. I got my HTX IVT on 18th August last month but the number plate is no where insight. Is it supposed to take this long ? I have done around 500km till now and the car is amazing to drive. Will share the detailed review soon. I too took delivery of Seltos HTX on 18th August but the HSRP was installed at the time of delivery. (The payment was made on 17th August and the formalities were completed before delivery) The car feels much more premium than our other cars- Mahindra XUV 500 and Honda City 4th generation. I am still waiting for the vehicle RC though I can see the digital version on Digilocker since beginning of September.", 8th September 2023,kia-seltos,DEL,29,69,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
553, shamanth , 11:37 ,BHPian," Quote: Originally Posted by Chugh_H plus an audio warning to notify driver of children crossing on the road (switched it off via Navigation). What settings to switch this off? every 50 meters its keep saying children crossing ahead, guess its warning from MapMyIndia. Also need to reduce my tire pressure, its showing 46 PSI, i guess around 34-35 PSI is correct tire pressure? I could not see recommendations for 18 inch wheel in google, most are for 17 inches, guess its same for 18 inches? As I went to Ladakh bike trip immediately after car delivery need to study few operations now. In ADAS i had only enabled reverse parking barking assistance, but yesterday i saw car brake hard when a scooter tried to overtake from back very close, and i was about to turn a little right to avoid potholes. It was useful though, i did not see him in mirror but car saw him and braked. Need to review what setting is required or not. Also need to explore on front braking, though people are saying its dangerous , as hard brake can cause cars to backend you, but that would avoid a collision with parked truck, etc.", 8th September 2023,kia-seltos,Bengaluru,994,619,Climate Control - Heating & Cooling (broken or difficult to use),Very Negative
554, riteshritesh , 12:12 ,BHPian," Quote: Originally Posted by Vibhu_95 Great to be part of the family. I got my HTX IVT on 18th August last month but the number plate is no where insight. Is it supposed to take this long ? In Maharashtra, they don't give delivery without the HSRP. The days of plying on temp. number plates is 99.99% done with (as I do see 1~2 odd cars with them but not driven by owners but by showroom drivers). So your issue would be State RTO specific. Congrats on your HTX IVT. I got mine on 31st August. A few questions since you are a senior owner 1) Does our car version have Auto-hold? 2) Can you activate ISG functionality at signals without keeping the Brakes pressed?", 8th September 2023,kia-seltos,Mumbai,549,704,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
555, Chugh_H , 15:42 ,BHPian," Quote: Originally Posted by Mr Anderson How do we switch off the emergency breaking? Go to settings > Vehicle > Driving safety > switch off 'Forward Safety'. Quote: Originally Posted by ashvek3141 Many congrats and wish you happy miles. Do keep updating the thread as you spend more time with the car. Your inputs, especially on the new 1.5 L turbo motor will be very helpful. Thanks. I'll start using the car 4 days a week for office starting this Monday so will understand the engine + gearbox behaviour better and share my thoughts. I had a short sprint today and would like to reiterate my earlier comment that picking up speed on this car is effortless. Right now, I am trying to understand the gearbox tuning plus how it behaves between D, manual and when I start flipping paddles. A quick comment to share is that although TBhp review mentions there is no ""S"" mode for the gearbox, my car does switch to Sx from Dx when I move the gearbox to manual (pull lever towards the right). This, plus the instrumentation changes to sport view (as it does when we change modes via drive / traction rotary dial). Post switching to manual, if I use paddle shifters or the lever to manually up / down a gear, instrumentation switches back to normal view but the gearbox stays in manual. Quote: Originally Posted by shamanth What settings to switch this off? every 50 meters its keep saying children crossing ahead, guess its warning from MapMyIndia. Settings > Navigation > Safety Alerts > Uncheck all under both daytime and night time subheaders.", 8th September 2023,kia-seltos,Delhi,41,222,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
556, 07CR , 08:25 ,Senior - BHPian," Quote: Originally Posted by Chugh_H Since there are not too many delivery updates on the thread, let me share a pic of my GTX+ that I received on 1st of this month. Congratulations on delivery of your car! Had few questions - 1) Is there a way to disable adaptive cruise control and use normal cruise control? 2) Can you enable Google maps/mapmyIndia maps in instrument cluster like we have the option in Nexon facelift?", 9th September 2023,kia-seltos,Pune,"1,419","4,090",Body Exterior and Paint,Very Positive
557, skywalker18 , 11:16 ,BHPian,"I understand that smart key has a physical key that can be used to unlock the car if the smart key is unable to because of low or dead battery in smart key fob. However, will the physical key also work in case the battery of the car itself is dead? The reason I ask is this is because some cars do use electronics to unlock the door even while using the mechanical key.( Watch the embedded video from 3:00) I", 9th September 2023,kia-seltos,DEL,29,69,Squeaks/Rattles - Water Leaks - Wind/Road Noise,Very Negative
558, Time_Machine , 12:15 ,BHPian," Quote: Originally Posted by jazzy # Ventilated seats work, can evaluate better after a long drive. I am one of those who would end up with sweaty back within half an hour of driving, sitting on leatherette seats. I really wish these seats would be a boon for me. Appreciate if you can provide your opinion on ventilated seats. I don't need bling so the only reason of buying top variant is ventilated seats.", 9th September 2023,kia-seltos,Faridabad,50,109,Entertainment/Navigation/Connectivity (broken or difficult to use),Very Positive
