,name,time,brand,post,date,car name,location,posted,thanked
60, aveoman19 , 12:44 ,BHPian," Quote: Originally Posted by torquecurve Can we add a third option - NOTA. 1 - This is still a 'Baleno' inside and out. The safety aspect is something that I used to look up to Toyota for, this doesn't satisfy that key point. 2 - Most Marutis tend to start rattling later in their life, an aspect that I have experienced with a Baleno owned by a friend as well. This is a very 'un-toyota' thing to happen 3 - If I still had to choose - it would probably be a Nexa, with a heavy discount which I would use to buy extended warranty. If not possible then a toy-yoda dealer it is. 1 - Absolutely right. While on the topic of dicussion on safety, the Etios which I believe is what the Glanza replaces has 3 pointed seat belts for every passenger but the Glanza doesn't (obvious as it is just a rebadged Baleno). That lap belt in the middle seat just looks horrible. This makes the Glanza the only Toyota in its current portfolio that doesn't have 3 pointed seat belts for every passenger. Not a good move Toyota. 2 - Agree here as well and the irony is in the fact that the original baleno of the 2000s (the sleek sedan) is the only car which actually felt solidly put together in the Maruti Suzuki stable. 3 - Good point. Although for people who wish to get a slice of the venerable ""T"" badge for Maruti money, it still sounds like a good deal (economically). I would also go with NOTA. ", 15th June 2019,toyota-glanza-vs-maruti-baleno,INDIA,277,466
61, Himanshu809 , 08:12 ,BHPian,"I was surprised to see people vote for Glanza by such a huge margin. I expected Baleno to win or at least it to be a close call. Being a Baleno owner (first batch), I love my car and I prefer it over any re-badged version any day. I know Glanza is priced well, has the Toyota badge and very warranty. But I've never experienced any unreliability with the original product i.e. the Baleno. I like Toyota as a brand, Toyota 86 is one of my favourite cars. Oh how I wish they sold it here. I know they're private companies and they are free to do anything they want when it comes to products but Toyota's laziness really disappoints me, they can truly give amazing and reliable products to us but they choose to cop out like this. IMHO MS Baleno is reliable enough and I don't feel the re-badging and better warranty is enough to make it even count as a separate product. The consumers lost in this case I believe.", 16th June 2019,toyota-glanza-vs-maruti-baleno,Delhi,182,545
62, kskthere , 15:13 ,BHPian,"Glanza is just a rebadged Baleno, so having the T logo doesn't make it a superior car. Baleno has proved its mettle and is India’s highest selling premium hatchback, crossing over 6 lakh units in just 44 months. So choosing Baleno (over Glanza) is a no-brainer. Moreover, Maruti has been proactively and voluntarily recalling and addressing (be it silent recalls) any manufacturing defects under warranty. Not sure how Toyota deals with these, if any. I'm sure the tide is not against Baleno, but it's against Maruti.", 16th June 2019,toyota-glanza-vs-maruti-baleno,Hyderabad,192,863
63, Dhruba_Nazira , 15:32 ,BHPian," Quote: Originally Posted by Rehaan Observation: 65% of the answers in this thread have the word ""service"" in them. I am wondering if the word is meant for the regular services or the additonal ones. From my experience of driving cars for last 25 years, I have a belief that the modern cars don't really bother you with extra service requirements if you are not skipping the regular services. Ofcourse the car will start having issues once it is much old or has run very long, lets say after 5~10 years of ownership depending on the driving. And it wouldn't really make much difference to me whether the service centre is 500 metres away or 5 kms away, for a requirement which will come up only after a considerable period of time. Specifically while comparing between Toyota and Maruti. There will be exceptions, but then they are exceptions.", 16th June 2019,toyota-glanza-vs-maruti-baleno,"Delhi,",54,67
64, headbanger , 22:31 ,BHPian,"The service interval for glanza is same as Baleno. I visited MGF Toyota and confirmed that the service intervals are identical - 10k or 1 year. Toyota is also offering similar discounts as well- 15k exchange bonus and 5k corporate discount. So the OTR price is similar from both manufacturers. In my case, maruti true value is offering a superior price for my Ritz vis a vis to what Toyota is offering. So this might tilt it in Maruti's favour at least in my case. I am scouting for petrol automatic and have almost reluctantly zeroed on top end automatic Baleno. Let's see how it goes.", 17th June 2019,toyota-glanza-vs-maruti-baleno,Gurgaon,552,"1,544"
65, volkman10 , 19:46 ,Distinguished - BHPian,Toyota Suzuki's re-badged effort of Baleno seems to be successful. - Seen many Glanza's on road - Have Toyota fans preferring the hatch - Baleno+ Glanza combined June sales = 13689+1830 = 15519 , 7th July 2019,toyota-glanza-vs-maruti-baleno,--,"23,203","67,087"
66, haisaikat , 21:18 ,BHPian,"2 weeks back when we had gone to book the Innova we eyed the Glanza. Due to time constraints could not accept the offer of a test drive. But speaking to the SA I felt that Toyota is putting a lot of push in selling Glanza, so much so that the SA told us that we could even evaluate buying 2 Glanza for me and my wife rather than buying 1 Innova. It did come as a surprise but then I told them about just a relabelling of Maruti products to Toyota will not change the perception. To that he said that there are differences to note and the most significant being that it's not just by sales and marketing tactics that Toyota is offering longer warranty, it because this same engine in Glanza is made at the Suzuki plant and not in Maruti plant. Also quoting him by word, in order extend the warranty, there has been ""inputs"" applied from Toyota engineering to the Glanza production starting from the engine. So it's not altogether the same product as per them. However since Toyota Glanza is BS6 ready, I am not sure if the power / torque delivery has been compromised. Some YouTube comparisons claim to show the sluggish performance of Glanza as compared to Baleno. Additionally I am not a fan of the heartect platform. Indeed I cannot deny the service network of Maruti and compare Maruti service cost with the higher service cost of Toyota. So the favour is still on Maruti side unless the market feedback says a different story.", 7th July 2019,toyota-glanza-vs-maruti-baleno,Kolkata,974,"4,688"
67, volkman10 , 07:24 ,Distinguished - BHPian, Quote: Originally Posted by volkman10 -- - Baleno+ Glanza combined June sales = 13689+1830 = 15519 --[/ATTACH] Corrected data: Maruti Baleno +Toyota Glanza : 15608 Maruti Baleno still the leader in the premium segment and Toyota Glanza becomes the 3rd in this segment for June sales. Source:Auto Punditz, 8th July 2019,toyota-glanza-vs-maruti-baleno,--,"23,203","67,087"
68, shankar.balan , 19:43 ,BANNED,"This is notwithstanding all the talk about this badge engineering and so on. It was mid-June 2019 almost exactly a month ago give or take a day or two. Since Feb 2019, my parents were thinking of saying bye bye to their 5.5 year old Hyundai I 20 Asta Manual Transmission which had 25K kms on the clock. We had bought this brand new in 2014. It was coming up to their 50th Wedding Anniv and I wanted to buy them a gift they would enjoy on a daily basis. Dad (in his mid 70's) as the main driver of the car, wanted a nice spacious and well engineered premium, nice looking, modern, petrol driven biggish hatchback car which sat well on the road, gave him and Mum good comfort, good safety features, a high seating position and most importantly an AT tranny. His other ask was easy maintenance and servicing along with painless reliability. This is their single vehicle for daily use in the city and every few months on the highways between Madras and Bangalore. Dad tested all sorts of cars including the Polo Petrol GT AT and Hyundai Venue Petrol DCT 1 litre Turbo AT and so on. The Polo was too low slung for them though he loved its DSG. The Venue was nice they said but it was too expensive and Hyundai has again compromised on features between the MT and AT versions. I mean how stupid can Hyundai be- the AT version is given a full bench rear seat without 60:40 split folding but the MT gets this simple feature! Plus of course as all manufacturers are wont to do we never ever get the 6-7 airbags in an AT in India. He also tested the Maruti Baleno CVT. But they offer a very limited warranty. The Toyota Glanza CVT top spec V-AT was launched at this time and there were some few cars available in Madras. Both Mum and Dad test drove it around and liked it a lot. It suited them perfectly they said. The car they finally chose came in that lovely luminescent pearly white shade and they vastly preferred the blue interior trim and accents much more than the faux wood which looks rather yellowish and fake as in all Toyotas. I went to see them and wish them for their 50th Anniversary in June, called the dealer, told him to send his chap over to my parents home, simply swiped my credit card towards payment and the car was delivered to my parents in 3 days flat including all the registration, insurance and other stuff. It must be one of the first few Glanzas in Madras. The 5.5 year old I 20 with 25000 kms on the clock was dropped off at T S Mahalingam in Madras (the owner is a very old friend) and we got a fantastic price for it too on account of its extremely well kept and sparingly used condition. The Glanza V-AT cost us 10.7 ish lacs on the road and having test driven it on a short 'chukka' around the city, I do honestly pronounce it a good and sensible car indeed, given the specific use-cases in mind. One of the good clinchers in the Glanza vs the Baleno is the longer and much more useful manufacturer warranty period. The dealer was a nice chap, he gave Dad a number of accessories and mats and car cover and all that FOC. The only change we made in the car is that just after it arrived, Dad went straight to BM Lal in Madras (another old friend) and the stock Apollo Tyres of 195/55/16 were immediately changed over to 205/55/16 Yokohama Earth 1 tyres. He got a nice fair price for the stock Apollos and paid the difference for the Yokos. Better rubber and better grip and handling plus these Yokos do definitely fill the wheel arches much better. So the bottom line according to me is that this Toyota Glanza is a car that makes a lot of people happy so it cant really be all bad !", 21st July 2019,toyota-glanza-vs-maruti-baleno,Bangalore,"11,368","23,077"
69, guru_max , 11:23 ,BHPian," Quote: Originally Posted by volkman10 Corrected data: Maruti Baleno +Toyota Glanza : 15608 Maruti Baleno still the leader in the premium segment and Toyota Glanza becomes the 3rd in this segment for June sales. Attachment 1891507 Source:Auto Punditz Does Kia have an hatch in this segment? If yes, then we will see a tag team match of Toyota + Maruti vs Hyundai + Kia in a few years.", 27th July 2019,toyota-glanza-vs-maruti-baleno,Chennai,92,128
70, volkman10 , 10:45 ,Distinguished - BHPian,Toyota Glanza sees 1796 dispatches from SMC in July. Source: Maruti Suzuki press release, 1st August 2019,toyota-glanza-vs-maruti-baleno,--,"23,203","67,087"
71, am1m , 12:09 ,Distinguished - BHPian, Quote: Originally Posted by shankar.balan Dad (in his mid 70's) as the main driver of the car... Fantastic to hear that they are still driving at their age! Wishing them several more years of happy kilometers! Quote: Originally Posted by GTO They could have done a LOT more with the car than just a lame badge swap & kit tweaking. I'm unable to understand why any manufacturer would do something like this? Why would Maruti hand over a good seller to a rival brand? What do they gain?, 1st August 2019,toyota-glanza-vs-maruti-baleno,Bangalore,"1,877","11,684"
72, Eddy , 12:29 ,Team-BHP Support, Quote: Originally Posted by am1m I'm unable to understand why any manufacturer would do something like this? Why would Maruti hand over a good seller to a rival brand? What do they gain? You'll find more here - https://www.team-bhp.com/forum/india...ml#post4378734 (Toyota & Suzuki to supply cars to each other in India), 1st August 2019,toyota-glanza-vs-maruti-baleno,Delhi,"9,376","13,218"
73, shankar.balan , 09:38 ,BANNED, Quote: Originally Posted by am1m Fantastic to hear that they are still driving at their age! Wishing them several more years of happy kilometers! ? Yes indeed. Im happy that they are happy buzzing around here and there in their nice new car. My Dad doesnt like using the services of paid drivers because they just dont treat the vehicle well enough. He has always preferred self drive. I might perhaps have inherited this trait because I also dont like my car (s) being driven by anyone other than myself., 3rd August 2019,toyota-glanza-vs-maruti-baleno,Bangalore,"11,368","23,077"
74, urban legend , 11:38 ,BHPian,"Are the baleno and glanza manufactured at the same plant? Most of the baleno owners have grouses with dashboard and door panels rattling, tailgate misalignment and suspension and steering noises. Are these issues sorted out in the glanza? A toyota salesperson told me yes, the glanza has marginally better quality than the baleno as toyota''s quality checks and manufacturing process is more stringent and better. If indeed the glanza has overcome these niggling issues of the baleno then my vote goes to the glanza even if its priced at a premium over the baleno.", 10th August 2019,toyota-glanza-vs-maruti-baleno,MUMBAI,201,182
75, dragntailonfire , 12:28 ,BHPian," Quote: Originally Posted by urban legend A toyota salesperson told me yes, the glanza has marginally better quality than the baleno as toyota''s quality checks and manufacturing process is more stringent and better. So how does that work? If they are manufactured in the same plant, do some Toyota technicians take over from Suzuki technicians in the middle? Do they have separate assembly lines within the same building? How can they ensure the QC and process in a combined environment? Also, does this, unwittingly, improve the quality of the Balenos as well? ", 10th August 2019,toyota-glanza-vs-maruti-baleno,Kochi,88,376
76, urban legend , 13:43 ,BHPian,"This was the news in april 2019: ''Production of Toyota Glanza would be shifted to one of TKMs two plants in Bidadi, near Bangalore, once the automaker sorts out component sourcing. Such a move would not only improve Toyotas capacity utilization but also would free up production capacity at Suzuki Motors Gujarat plant so that it can cater to Marutis high demand.'' Its possible that Even though the 2 cars have same engineering but if components sourcing and manufacturing process is better at toyota then the overall fit and finish can be better and niggles can be lesser.", 10th August 2019,toyota-glanza-vs-maruti-baleno,MUMBAI,201,182
77, Sebring , 20:38 ,Senior - BHPian,"Voted Toyota. Simply because I'd buy a Toyota with my eyes closed. Experience gained over the years. Also, Suzuki servicing leaves much to be desired, the T badge is the best", 10th August 2019,toyota-glanza-vs-maruti-baleno,Dubai/Bengaluru,"3,522","10,982"
78, india008 , 22:14 ,BHPian,"I would go with Glanza, the reasons being Service Having driven a Maruti for close to 7 years, I wouldn't want to re-live that experience all over again, if I am given a choice. Since Maruti service centres are getting too many vehicles for servicing daily, they fail to give proper attention to all vehicles. May be Nexa experience will be different, but still Toyota seems to be a better alternative here. Uniqueness With hundreds of Baleno hitting the ground daily plus over 6 lakhs already on ground, Glanza will stand unique in crowd Brand Value Marriage with Brand Toyota will add extra value to it, though its a child of Maruti suzuki. ", 10th August 2019,toyota-glanza-vs-maruti-baleno,AP-26,74,195
79, volkman10 , 16:51 ,Distinguished - BHPian,"Toyota Galnza continues its success story. See a figures of 2,333 and reaffirms the success of Toyota- Suzuki's badge engineering efforts. Link", 1st September 2019,toyota-glanza-vs-maruti-baleno,--,"23,203","67,087"
80, shankar.balan , 06:45 ,BANNED,"Dad and Mum's Toyota Glanza CVT top spec is now approx 5 months with us. This car must have been amongst the first ones in Madras because we booked and bought it from the dealer's ready stock within a few days of its launch. I have recently had a foot fracture and they are visiting me in BLR and I have actually literally robbed this car from Dad for my daily office commute because I am not able to drive a manual right now. Frankly it is just absolutely first class, spacious both in the front and in the rear, good luggage space, plenty of shoulder room and head room and very easy for any of us to get in and out of, even me, along with my crutches. It seats four persons in great Comfort. Nice and plush interiors. Comfy bright airy cabin despite the dark blue and black upholstery and interior trim. Easy to use 5 speed CVT gearbox and it works perfectly. Sports mode merely holds it in a lower gear for slightly longer but is hardly used in the city. The L mode means it stays in low gear mode but again this is hardly used in the city. It may be useful if driving up and down the hills. The only modification we made after buying it was to chuck the OEM Apollo Alnac tyres and replace them with Yokohama Earth 1 tyres in 205/55/16 size. And now the wheel arches are exceedingly well filled, the car feels far more comfortable and grippy when driving about. The suspension is tuned well for our bad potholed and broken city roads and the car glides along - of course one has to drive carefully in order to preserve the car. The ground clearance of ~ 170mm is quite adequate indeed. And while it may not have the most powerful or responsive engine and gearbox and all the typical enthusiast's tick boxes, believe me, it is an absolute breeze to use as a daily driver. Feels perfectly planted, safe, extremely comfortable and having personally been using it for ~2 months almost daily, I find it to be one of the soundest happy investments I have made for my parents. Dad and Mum love it. My wife and I also love it. I think the badge engineering comments, the other comments about it not being a high performance car and all the other criticism notwithstanding, this car is really worth it for the purpose to which 90-95% of the buying public will put it to- as described above. My parents breeze along between Madras and Bangalore on the highway and this trip being the first, my Dad was perfectly pleased with the car's performance. He definitely prefers it to the I20 manual petrol which he earlier had. He is happy too, with the Glanza's overtaking ability in the small ghat sections between Madras and Bangalore. And its fuel efficiency is fine - we are experiencing approx 11 in the city and 13 on the highway. All I would have wanted more in it is the option of 6 Airbags like one gets in the Manual Top Spec, an engine capable of 100 bhp like the Baleno RS and rear disc brakes. If it had been available in such a spec with an 7-8 speed CVT gearbox, it would have been too good! But even it is stock trim - this Petrol V - AT (CVT) version of the Toyota Glanza is a very good car. I am happy to endorse it as a happy user.", 11th November 2019,toyota-glanza-vs-maruti-baleno,Bangalore,"11,368","23,077"
81, Vid6639 , 09:36 ,Team-BHP Support," Quote: Originally Posted by shankar.balan Easy to use 5 speed CVT gearbox and it works perfectly. If it had been available in such a spec with an 7-8 speed CVT gearbox, it would have been too good! Actually this is incorrect. The Baleno (Glanza too obviously) is not a 5 speed CVT. It is a 0 step CVT. There are no fake steps in the CVT box unlike what honda and Toyota do. A CVT is infinite gears and it just moves the CVT belt across the conical pulley. A 7 step means there are pre programmed positions on the pulley where the belt jumps to. With the 7 step CVT the only thing you will feel is fake shifts to make it feel like a regular geared automatic transmission. Quote: All I would have wanted more in it is the option of 6 Airbags like one gets in the Manual Top Spec, an engine capable of 100 bhp like the Baleno RS and rear disc brakes. There is no 6 airbags in any Baleno or Glanza model in India. Only the RS gets rear disc brakes as additional. On a side note. A bit amusing that your previous post was about Maruti mania and Toyota obsession whereas here you are endorsing a car built by Maruti for Toyota ", 11th November 2019,toyota-glanza-vs-maruti-baleno,Bangalore,"17,716","43,228"
82, shankar.balan , 04:01 ,BANNED," Quote: Originally Posted by Vid6639 Actually this is incorrect. The Baleno (Glanza too obviously) is not a 5 speed CVT. It is a 0 step CVT. There are no fake steps in the CVT box unlike what honda and Toyota do. There is no 6 airbags in any Baleno or Glanza model in India. Only the RS gets rear disc brakes as additional. On a side note. A bit amusing that your previous post was about Maruti mania and Toyota obsession whereas here you are endorsing a car built by Maruti for Toyota Thanks for the correction on the CVT. I am aware there are no 6 Airbags in the variants presently on offer but I really wish there were. Yes in this case I endorse the Glanza - specifically for the user profile, need state and specific use cases and purpose to which it is being put, which are outlined in my post. It may not be an enthusiast's car but it is most certainly a sensible and functional one. Thats why I bought it for my parents.", 13th November 2019,toyota-glanza-vs-maruti-baleno,Bangalore,"11,368","23,077"
83, naveen.maverick , 18:53 ,Newbie, Quote: Originally Posted by shankar.balan I am happy to endorse it as a happy user. I have been using it from the past month and find it extremely comfortable to drive within city limits. I have the G - Mild Hybrid version though. Gives an excellent mileage of 18 Kmpl in Bangalore City traffic., 14th November 2019,toyota-glanza-vs-maruti-baleno,Bangalore,11,20
84, shankar.balan , 19:51 ,BANNED,"I banged my Dad's Glanza on one of our beautifully designed HSR speed breakers yesterday (just 250metres from my house), while trying to negotiate it sideways so as to save the underbody and now the under bumper black plastic engine protector guard cover crashed onto that speed breaker and came off because its plastic clips broke. The underside of the bumper also is viciously scratched. One side of the bumper too has sustained paint scratches. I limped home slowly with the plastic guard scraping along the ground. The Toyota Field Service chaps were super helpful - I rang them and they came within 20 min and temporarily reset the guard and they told me that they need to ramp the vehicle and replace those clips and if I wished, get the bumper re painted by Toyota themselves. At a cost of approx 3500/-. This car has done only 2200kms but the Bangalore speed breakers are harming it terribly. To me, the front bumper and air dam design is very ill thought out considering our vicious roads. It is extremely prone to scrape led paint damage. Its really irritating that our hard earned cars have to go through this kind of rubbish every day on account of the apathy of our Bangalore Administration!", 20th November 2019,toyota-glanza-vs-maruti-baleno,Bangalore,"11,368","23,077"
85, shankar.balan , 19:05 ,BANNED,"So we have installed these suspension dampers in the Glanza now - like the Rogerab ones that were installed in Dad's earlier I 20 and in my Yeti. These new ones are called JupiTune Car Suspension Modulators. They really really help on these wicked broken bumpy pot holed roads and speed breakers that we have to deal with daily in Bangalore. No longer does the vehicle 'crash' into potholes and crash over speed breakers. Since these dampers add a little extra ground clearance atleast one will be able to save the poor undersides of the front bumpers, engine protectors and of course the rear too, when the car has a full load. We have found these dampers to work very well for us in Bangalore - since early 2016 when we first fitted them onto our other cars. We expect to experience the same results with the Glanza too.", 26th November 2019,toyota-glanza-vs-maruti-baleno,Bangalore,"11,368","23,077"
86, crodjer , 23:03 ,BHPian,"I recently went to a Nexa dealership to check out the Hybrid Baleno. As per the Nexa JP Nagar - Bangalore dealership, the Hybrid variant is only available as Glanza. Is this in-fact true? If the Hybrid variant is only available with Toyota, that'd make getting the Baleno from Toyota only unless you are looking for the Sigma and Delta variants.", 26th November 2019,toyota-glanza-vs-maruti-baleno,Jaipur,60,51
87, shankar.balan , 17:08 ,BANNED,JupITune Suspension Dampers. Wow! Coupled with the Yoko Earth 1 -205/55/16 tyres which we fitted immediately after taking delivery on Dad's Glanza V AT there is no more fear of the evil Bangalore speedbreakers and potholes and craters! Fitted at Tyre Empire HSR - Rs 7800/- , 27th November 2019,toyota-glanza-vs-maruti-baleno,Bangalore,"11,368","23,077"
88, pedrolourenco , 10:25 ,Senior - BHPian,"Just did a quick comparison between the top 2 manual models. Baleno looks to be the most sensible choice here. Of course the pricing was with the 50% discount on Road Tax in Goa which has since ended. If you factor in the 2nd and 3rd year 3rd Party to Comprehensive Insurance addition cost, the Glanza pricing will be almost same as the Baleno. And then you end up with a total of 5 years Warranty on the Baleno vs 4 years on the Glanza.", 2nd January 2020,toyota-glanza-vs-maruti-baleno,"Margao,","1,268","1,522"
89, pratim , 21:53 ,BHPian,"I did two short test drives on Baleno and Glanza, both top end CVTs. I found that the Glanza has a lighter steering compared to the Baleno. Glanza's steering is super light, wasn't comfortable initially. The engine response is better in Glanza, on a tap on the accelerator pedal. Baleno has better brakes. The Baleno had a bit of struggle to gather speed on a slight incline with four adults on board. I could not do the same test on Glanza due to lack of time and heavy traffic. The Baleno engine noise (whirrng sound) was bit more compared to Glanza. The so called ""rubber band"" effect was more pronouced in Baleno. May be due to higher load (four adults) on Baleno versus two on Glanza. Roads in my neighbourhood are bad; the Glanza was slightly better on those roads. But thsi could be due to higher tyre pressure on the Baleno. I am not sure, I didn't check the pressure. Could it be due to the fact that the Toyota car was pretty newer compared to the Baleno? Don't know for sure. I also liked the fact that the Toyota salesman was not as insistent as the Nexa salesman. I am getting two calls daily from the Nexa showroom since the TD. Another important point: the MID wasn't showing the distance covered; it was reset to some 9999 or some thing like that. I was bit surprised. Price wise, both are neck to neck. May be a 10k difference at best. Overall, it's a tough call between the two. However, if I am buying this car, I would most likely pick the Glanza over Baleno. Thanks Pratim", 1st February 2020,toyota-glanza-vs-maruti-baleno,Bagalore,204,54
90, riteshritesh , 12:38 ,BHPian,"I recently had to pass on my 2018 Jazz CVT to an employee, as his 12 year old Zen Estillo gave up and is beyond reasonable repairs. After reading up for a few days, the choice is between Baleno and Glanza for their top end CVT versions. I am more inclined towards the Glanza as the Toyota service centre is 1 lane beyond my office and as someone mentioned above, too many Balenos are on road to choke up the service efficiency. The Ex showroom price for both seem to be similar and it seems the warranty ( with extension) is better on the Glanza. I have yet to check price offers on the Glanza, however wanted an opinion if I should wait for the New Jazz too . I already have 2 more Honda CVT's and kind of averse to the New Jazz ( more so after using a Jazz), but if it is going to be better than the Glanza ( technically and feature set wise), I have no hang-ups against Honda.", 9th June 2020,toyota-glanza-vs-maruti-baleno,Mumbai,549,704
91, Dieselritzer , 20:45 ,BHPian,"Hi, will Toyota make an issue with warranty as you've put after market dampers? This looks like a must fitted stuff for our Indian roads. Quote: Originally Posted by shankar.balan JupITune Suspension Dampers. Wow! Coupled with the Yoko Earth 1 -205/55/16 tyres which we fitted immediately after taking delivery on Dad's Glanza V AT there is no more fear of the evil Bangalore speedbreakers and potholes and craters! Fitted at Tyre Empire HSR - Rs 7800/- Attachment 1939378 Attachment 1939379 Attachment 1939380 Attachment 1939381 Attachment 1939382 Attachment 1939383Attachment 1939384 ", 9th July 2020,toyota-glanza-vs-maruti-baleno,Mumbai,582,"1,410"
92, Altocumulus , 21:44 ,Senior - BHPian,"I would go with Baleno, simply because you never know how long this JV will last. If it loses steam in 2-3 years and stops, the car's resale would fall and servicing will be an issue. Also Toyota badging doesn't make it a Toyota product, so it's not that the car will last longer than a Baleno.", 9th July 2020,toyota-glanza-vs-maruti-baleno,NCR/,"1,137","2,039"
93, nagr22 , 21:58 ,BHPian,"Voted for Glanza. If I were in the market for a hatch, I would choose neither. If I am forced to pick between the two I would go with Glanza due to slightly lesser price, better warranty and customer friendly service centres. Quote: Originally Posted by shankar.balan Attachment 1939384 Why does your car seem to have an unusually large panel gaps around the doors? Is it like this in all Glanzas? I haven't seen this any baleno.", 9th July 2020,toyota-glanza-vs-maruti-baleno,Bangalore,277,"1,757"
94, Rijulkhandare , 00:36 ,Newbie,"Hello people, I am looking to buy a new car and I've shortlisted the Glanza, Baleno and the new Jazz (although I'm yet to get a TD, which i will get soon). I currently own a 2013 Swift and I'm not the happiest with Maruti service. I have test driven both the baleno and the glanza, the CVT variants (I want an automatic) but i am very confused between the two. Any help in choosing between the baleno and glanza will be highly appreciated. Thanks in advance ", 4th September 2020,toyota-glanza-vs-maruti-baleno,Mumbai,4,0
95, landcruiser123 , 01:17 ,Senior - BHPian," Quote: Originally Posted by Rijulkhandare I currently own a 2013 Swift and I'm not the happiest with Maruti service. You've answered your own question. Choose the Glanza eyes shut. Personally, I'd buy the Jazz or a used Elite i20 1.4 AT.", 4th September 2020,toyota-glanza-vs-maruti-baleno,Chicagoland,"2,982","6,849"
96, Rahul Bhalgat , 01:43 ,Senior - BHPian,"I will buy from Maruti Suzuki. Why buy a Maruti car from Toyota? It's Maruti, I will buy from Maruti. For me, as a customer, Toyota isn't adding any value for me by rebadging and reselling it to me. I have been using their cars since decades and I am satisfied with the cars and the service(ability). Even if Toyota offers the car for few thousand rupees less, I will buy from Maruti. So much satisfied, I am with them. Warranty? Chances are very very dim that I will need to enforce it. And if (at all), a manufacturing defect is present, I expect it to surface in 2 years of my use (around 30000 km). If I like a Toyota product, I will surely buy it. And from Toyota.", 4th September 2020,toyota-glanza-vs-maruti-baleno,Pune,"1,155","1,956"
97, ChoosetoCruze , 06:19 ,BHPian," Quote: Originally Posted by Rijulkhandare I am looking to buy a new car and I've shortlisted the Glanza, Baleno and the new Jazz (although I'm yet to get a TD, which i will get soon). Quote: Originally Posted by landcruiser123 Personally, I'd buy the Jazz or a used Elite i20 1.4 AT. Have you physically sat in the BS6 Jazz & compared it to your other choices? If not, I think its prudent to wait for the test drive of the Jazz & then decide. You may want to browse through this thread too https://www.team-bhp.com/forum/india...7-5-lakhs.html (Honda Jazz BS6, now launched at Rs. 7.5 lakhs) Good luck with your search.", 4th September 2020,toyota-glanza-vs-maruti-baleno,Goa,368,"1,232"
98, chiefpk , 08:20 ,BHPian," Quote: Originally Posted by Rijulkhandare Hello people, I am looking to buy a new car and I've shortlisted the Glanza, Baleno and the new Jazz (although I'm yet to get a TD, which i will get soon). I currently own a 2013 Swift and I'm not the happiest with Maruti service. I have test driven both the baleno and the glanza, the CVT variants (I want an automatic) but i am very confused between the two. Why not wait for the new i20. It will be offered in the iMT variant as well. That would be a worthy competitor in your list. I see that if you are around a budget of 9-10 lacs, there are quite a lot of C-SUV's there in the market. Why not consider them too? ", 4th September 2020,toyota-glanza-vs-maruti-baleno,"YNR(HR),",168,571
99, Rahul Bhalgat , 08:40 ,Senior - BHPian," Quote: Originally Posted by Rahul Bhalgat I will buy from Maruti Suzuki. For me, as a customer, Toyota isn't adding any value by rebadging and reselling it to me. Hardly any Glanza could be seen on the road. I spotted only one so far, in February, at Mahabaleshwar. Looking at sales figures, 2710 Glaza were sold against 16585 Baleno in February 2020. Consider the poll results on this thread vs the actual purchases by the people. This looks like a case of a political leader who gets a large turnout for his rallies, who is always in the news, but hardly gets any seats in the Assembly.", 4th September 2020,toyota-glanza-vs-maruti-baleno,Pune,"1,155","1,956"
100, Rijulkhandare , 00:44 ,Newbie," Quote: Originally Posted by ChoosetoCruze Have you physically sat in the BS6 Jazz & compared it to your other choices? If not, I think its prudent to wait for the test drive of the Jazz & then decide. You may want to browse through this thread too https://www.team-bhp.com/forum/india...7-5-lakhs.html (Honda Jazz BS6, now launched at Rs. 7.5 lakhs) Good luck with your search. I havent test driven the Jazz yet, but i will over the weekend, just waiting on that. I was just looking for advise and perspectives from fellow BHPians because I've only ever owned a maruti, so I want to know more about other manufacturers, in this case, Toyota and Honda. Thanks a ton", 5th September 2020,toyota-glanza-vs-maruti-baleno,Mumbai,4,0
101, ChoosetoCruze , 10:50 ,BHPian," Quote: Originally Posted by Rijulkhandare I was just looking for advise and perspectives from fellow BHPians because I've only ever owned a maruti, so I want to know more about other manufacturers, in this case, Toyota and Honda. The Glanza (Urban Cruiser too) isnt engineered nor built by Toyota, its a rebadged Maruti for all intents & purposes. So dont expect Toyota levels of reliability. Theres already a long discussion in other threads about how Toyota is diluting its brand value by selling rebadged inferior products compared to their own in-house & internationally developed products. Dont expect the Glanza to last as long or even as trouble free as the Yaris. As landcruiser123 suggested earlier, the pick of the segment is the Jazz hands down if you want a reliable & fuss free ownership. Consider the Yaris too, if youre willing to consider sedans. Have a look at this link below for the expected fixed service costs (excluding wear & tear parts) of the Jazz. https://www.hondacarindia.com/honda-...tofmaintenance", 5th September 2020,toyota-glanza-vs-maruti-baleno,Goa,368,"1,232"
102, Rijulkhandare , 00:09 ,Newbie," Quote: Originally Posted by chiefpk Why not wait for the new i20. It will be offered in the iMT variant as well. That would be a worthy competitor in your list. I see that if you are around a budget of 9-10 lacs, there are quite a lot of C-SUV's there in the market. Why not consider them too? I've seen the pictures of the upcoming i20, and honestly i prefer the looks of the current i20. As for the c-SUVs, I have serious parking constraints where the breadth of the car matters. Further more SUV and compact, although one of the favourite segments in our counrty, is not something I'm very keen on, hence the decision to stick to premium hatchbacks", 6th September 2020,toyota-glanza-vs-maruti-baleno,Mumbai,4,0
