,name,time,brand,post,date,car name,location,posted,thanked
25, Romeo_Mike , 14:02 ,BHPian,"Congratulations on your new car! That's one smart looking car. I am especially a fan of the front end - reminds me of ferrari curves. Regarding the anti-rust coating.. I think the cars already have enough corrosion protection on the exposed surfaces out of the factory. I was very enthusiastic about it when I got my car, especially because of the prolonged monsoons in mumbai. But never went back after getting it done at 3M once in the beginning. Didn't really see any difference.", 28th September 2019,hyundai-grand-i10,MH04,181,560
26, Nazaar25 , 19:30 ,BHPian,"Congratulations on this beautiful machine! As a Dzire AMT owner, I assure you that the shifts will get faster and smoother with time. Lifting off the accelerater before the gear shift at higher RPMs will prevent the head nod/jerk. Again wishing you lakhs of trouble free and happy miles with the Nios!", 28th September 2019,hyundai-grand-i10,Mumbai,202,467
27, zehhatter , 00:17 ,Newbie,"Congratulations !!! The color looks great,i had taken the petrol Asta for a test drive and was very much impressed with it. It's a great fun car for the city commute. I had a difficult time deciding on the color but your images have convinced me to go for this shade. Hyundai has a terrible habit of skipping automatics for top end and subtracting few inexpensive but important features like rear wiper and leather wrapped steering on the sportz. Its a pain to use a bare rubber steering if your car is lying baked in the sun for a long time, it also gets sticky after use and its one of the things where you can't get a proper fitting done in the aftermarket. Regarding the activated charcoal,it works to a certain extent in getting rid of smoke smells, i can't comment on other smells though.", 29th September 2019,hyundai-grand-i10,bhubaneswar,19,65
28, roadrunner_nv , 08:35 ,BHPian,"The car color, finish and lines make it look a couple of lakhs more expensive. I’ve always liked clean cars and ceramic is good no doubt. What might be better? Paint protection film; applied correctly, it might give you better protection against swirl marks than a conventional ceramic coat. Coming back to the car, it looks fantastic and having experienced Hyundai’s refinement levels, I’m sure it’s going to keep a smile plastered for a long time!", 29th September 2019,hyundai-grand-i10,Pune,176,628
29, kutts , 16:40 ,BHPian,Congrats on the new car. My dad has also booked the Sportz AMT. The car should be delivered this week. I was negotiating the deal and found Hyundai to be quite unflexible especially given current market conditions. The ex showroom price is 7.07lk. I managed to squeeze out a 5k discount and then switched to an outside insurance much to the discomfort of the dealer . Not sure what the Hyundai standard offer for insurance costing 42k is for. I am planning to get Oriental insurance 3+3 Zero depreciation for 36k. The 3+1 Zero depreciation quote is 22k. The 1% reduction in tax has not yet trickled in, 29th September 2019,hyundai-grand-i10,Trivandrum,247,399
30, Ricky_63 , 18:14 ,Senior - BHPian,"Congratulations on your new car !! Looks great When I bought my Creta, I was ""forced"" into getting anti-rust coating on the undercarriage, it is a total waste on a new car. Specially in Delhi-NCR kind of weather. So best to stay away from it ! Your insurance seems to be on the higher side. Hope you checked from outside before buying, as the insurance from the dealer is always more expensive by almost 25-30% Enjoy the car ! Cheers", 29th September 2019,hyundai-grand-i10,Gurgaon,"3,885",518
31, rahul_goyal , 19:24 ,BHPian," Quote: Originally Posted by kutts Congrats on the new car. My dad has also booked the Sportz AMT. The car should be delivered this week. I was negotiating the deal and found Hyundai to be quite unflexible especially given current market conditions. The ex showroom price is 7.07lk. I managed to squeeze out a 5k discount and then switched to an outside insurance much to the discomfort of the dealer . Not sure what the Hyundai standard offer for insurance costing 42k is for. I am planning to get Oriental insurance 3+3 Zero depreciation for 36k. The 3+1 Zero depreciation quote is 22k. The 1% reduction in tax has not yet trickled in Thank you.! Check for couple of things before buying insurance: 1. Whether cashless claim facility is provided? 2. Insurance company is on panel of Hyundai workshops? Quite surprising to know that you got 5k discount on Nios. All the Hyundai I spoke to, specifically told me that there is no discount on Nios and Venue. All the best with your purchase. ", 29th September 2019,hyundai-grand-i10,Gurugram,138,857
32, kutts , 20:35 ,BHPian,Spot on. It's not cashless so I expect huge delays in case of a claim. It was pretty much arm twisting to get the deal. Two other dealers never even returned calls. This dealer is going to get my brownie points while referring any friends who plan to buy a Hyundai. , 29th September 2019,hyundai-grand-i10,Trivandrum,247,399
33, rahul_goyal , 22:23 ,BHPian," Quote: Originally Posted by Ricky_63 Congratulations on your new car !! Looks great When I bought my Creta, I was ""forced"" into getting anti-rust coating on the undercarriage, it is a total waste on a new car. Specially in Delhi-NCR kind of weather. So best to stay away from it ! Your insurance seems to be on the higher side. Hope you checked from outside before buying, as the insurance from the dealer is always more expensive by almost 25-30% Dealer originally quoted INR 38150/- for zero depreciation policy. I checked it from outside and got a quote for about 30k. Informed the dealer that I'll be taking it from outside. They came up with a similar quote, so I bought it from them. I have following add on covers: 1. Zero depreciation 2. Engine protection 3. Consumables 4. Personal belongings 5. Key protection", 29th September 2019,hyundai-grand-i10,Gurugram,138,857
34, vivee90 , 15:43 ,BHPian,"A very nice review. Happy that Hyundai has added some features that were missed in the previous Gen like the automatic door lock and Fuel consumption details in MID. The car looks stunning especially the side profile. AMT with 5 speeds is a big aspect and makes a huge step-up from the previous gen. Happy driving! The older Gi10 has underbody rust protection from factory, So, I don't think it is required but for the exhaust. Do check before you go for it.", 30th September 2019,hyundai-grand-i10,Nagpur,128,505
35, rahul_goyal , 14:49 ,BHPian," Quote: Originally Posted by lrsays Congrats for new car and thanks for detailed review and images, from the image you uploaded it looks like Hyundai changed arrangement of knobs on head unit. Quote: Someone realized this mistake and shifted power on/off to the right and moved volume dial to left side. Power on/off and volume is controlled by the knob on the right. (No changes there) Left knob is for tuning FM stations. Refer to image. Link", 1st October 2019,hyundai-grand-i10,Gurugram,138,857
36, rahul_goyal , 19:23 ,BHPian,"Update 1 After few hours of this review going live, I got a call from the SA and he told me that they have received an email from Hyundai regarding the negative feedback received on Team-BHP against Himgiri. However, his main concern was pre-delivery inspection photo of the car, that I have added in the first post. He said that the car had dirt marks on the doors and that didn't go down well with Hyundai team. I told him that in my review, I have specifically mentioned that the picture was taken on pre-delivery inspection. I also told him that at the time of delivery, I wasn't happy with the cleanliness of the car from inside and the same is mentioned in the review itself. His other concern was the feedback on lack of variable warranty information, but then he explained himself by saying that its justified as the car is new and SAs were not trained. Couple of days later, I visited the showroom for getting the HSRP installed and to replace the rubber mats with official Nios carpet mats. They also gave me the service book cover. Himgiri team asked me to sign a form which stated that I had some concerns with the showroom, but the same has now been rectified to my satisfaction. I politely declined to sign any form as I stand by my concerns and feedback posted in my review. The car has completed approx 1200 kms and is due for its first service. I plan to get the service done this Saturday and will share an update. Some pictures of the mats and door guard I just installed are attached below. Official Nios carpet mats (The hook on the floor perfectly fits the mat on driver's side mat) Purchased these noodle mats from Hindustan Car Accessories at Sikanderpur for INR 1000/- (5 independent mats; they appear to be of good quality and should last for at least couple of years) Installed the door guards (bought from Amazon) Up-close view of door guard ", 8th October 2019,hyundai-grand-i10,Gurugram,138,857
37, praveen_v , 23:35 ,BHPian," Quote: Originally Posted by rahul_goyal Update 1 After few hours of this review going live, I got a call from the SA and he told me that they have received an email from Hyundai regarding the negative feedback received on Team-BHP against Himgiri. Wow! So Hyundai team is watching here for user feedback and your thread has gotten the right attention. I think I also read about some bad experience with this dealership in the Venue thread. Hope hyundai also gets a clear message from the forum about some of their bad variant feature distribution like missing rear wipers on lower variants, no top end AT etc. Did you get any official accessories list from the dealership for nios? When i enquired in the dealership here they said they don't have it yet even almost 2 months after launch.", 8th October 2019,hyundai-grand-i10,Chennai,505,206
38, SoumenD , 10:19 ,Senior - BHPian,"Congratulations on the purchase. Looks great in this color with gun metal alloys. Grand i10 is a great car for city usage and the only issue I had with previous AT model was the dismal FE & lack of basic features like rear wash/wipe. FE issue seems to have been taken care of in this iteration, specially considering both previous grand i10 AT & i20 CVT are notorious of being guzzlers. Those numbers (11.5-12.5kmpl) for petrol hyundai automatic(although AMT) are on par/slightly better than my Jazz CVT in bangalore. Quote: Originally Posted by rahul_goyal Update 1 After few hours of this review going live, I got a call from the SA and he told me that they have received an email from Hyundai regarding the negative feedback received on Team-BHP against Himgiri. Good to see Hyundai is following team-bhp feedback. Quote: Originally Posted by praveen_v I feel that the interior space is almost at par with the Jazz Wow now that's news to me. That would mean the Nios is more spacious than i20 & Venue at the rear? During my search(6 months back) one of the reasons for going for Jazz over i20 was the rear space which is better than compact-sedans & some subcompact-SUVs as well.", 9th October 2019,hyundai-grand-i10,India,"1,747","6,274"
39, VWAllstar , 10:53 ,BHPian,"Got so enticed by this thread and the pics shared, that I went to the Hyundai showroom to check out the car in flesh. To be honest, I came out a bit disappointed. The interior quality although much better than the Swift, it is not as attractive as it seems to be from the pics. The plastics though designed well are hard. The seats in the week old test drive car had already got spoiled. It drives just like any other Hyundai and nothing additional can be said about it on this forum. Post the initial euphoria getting subdued, Swift shall again regain the top spot in every buyer's mind. But Nios should be able to hold on to the second spot although personally I feel Figo is the real ace on roads in this segment.", 9th October 2019,hyundai-grand-i10,Mumbai,950,"2,435"
40, praveen_v , 11:19 ,BHPian, Quote: Originally Posted by SoumenD Wow now that's news to me. That would mean the Nios is more spacious than i20 & Venue at the rear? During my search(6 months back) one of the reasons for going for Jazz over i20 was the rear space which is better than compact-sedans & some subcompact-SUVs as well. I think I didnt quite put that clearly. The width is definitely lesser which means 3 people at the rear is going to be a tighter fit. The intrusion of the rear AC vent will also make it bit more difficult the person seated in the middle. What I wanted to mention was the rear seat leg space which is very good. I dont think anyone will complain of legspace at the rear. The rear bench is also much deeper and reclined which offers a comfortable seating position. Also the color scheme helps a lot in making the cabin very airy. The Grey-White theme makes it much brighter than even the beige. The nios is slightly longer and wider than the grandi10 which puts it closer to i20 in terms of rear legroom. You can see the max/min legspace photo in rahul's photo in this thread. I dont have any measurements but it definitely feels more spacious than Venue at the rear., 9th October 2019,hyundai-grand-i10,Chennai,505,206
41, rahul_goyal , 11:46 ,BHPian," Quote: Originally Posted by praveen_v Did you get any official accessories list from the dealership for nios? When i enquired in the dealership here they said they don't have it yet even almost 2 months after launch. They did mention that official accessories have arrived but didn't give any list. I wasn't interested in anything but the mats as I already paid for them. But, I wish Hyundai posted all the accessories online with price for consumer awareness.", 9th October 2019,hyundai-grand-i10,Gurugram,138,857
42, amarprusty , 21:35 ,BHPian,"How is the AMT gear shifts-is it jerky ? I found AMT jerky in all cars starting from Nano- Alto-Celerio-Swift-Santro-Kwid-Redigo last year Finally had to decide between only CVT gear shift hatchback options- Jazz,Baleno,Micra,Brio,Amaze Picked Baleno CVT for the space & smoothness", 24th October 2019,hyundai-grand-i10,Bangalore,201,46
43, Durango Dude , 21:56 ,Senior - BHPian," Quote: Originally Posted by VWAllstar I am so highly impressed with the interior design, fit, finish,quality and colour of this car. Even the exterior colours given by Hyundai are growing on me. If not this then nothing can beat the ubiquitous Swift in India. Hyundai may have overpriced the car a bit but it is a BS6 version so if Swift moves on to the same stage, both shall be equally priced. I am not a Hyundai fan at all but perspectives are changing. Especially with designs and features, Hyundai is much better than any other brand in the country now. (Subjective) I have owned 2 Hyundai's: Accent followed by Elantra, my son has a Grand i10 AT, I think I'd disagree with you after owning Hyundai for almost 20 years: Accent 6 years and Elantra 14 years (recently sold). Grand i10 is still at home (my sons). Except for the handling part and fuel efficiency, I haven't had a problem with any of these cars and the service has been up to the mark and if I'm dissatisfied I'd contact Hyundai India who have been very responsive and so were the dealers. Given Indian road conditions, I think Hyundai has a good balance between ride and handling.", 24th October 2019,hyundai-grand-i10,Chennai,"1,935","5,084"
44, rahul_goyal , 12:16 ,BHPian,"Update 2 Got the first service (due at 1500 km or 30 days) done from Dee Emm Hyundai, Gurgaon. First service is pretty basic with car inspection followed by washing/cleaning. Estimated time given for service was 2 hours. I reached the service centre early at 9:40 AM to avoid Saturday rush and decided to wait. After couple of hours, when I went to see the car they were still cleaning the car and were doing a sloppy job. I could see the water marks everywhere. I clean my cars every morning and do a better job than these guys. Anyway washing wasn't a really big concern but then I found this on the driver's door: A scratch of the size of a rice grain but visible. I called the service advisor immediately who went to see the pictures he took on his tablet. There was no scratch in the picture. Before opening a job card they take extensive pictures and highlight all dents/scratches that they find. The Service advisor apologized and suggested to do a touch up on the scratched part. I asked if it would look good as new? He declined and said it will be visible cause I know its there. The other option was to paint that part in the booth and to make it look as good as new. I was very upset as you do not expect your service centre to put a scratch on a brand new car. I told him I will come tomorrow and decide the way forward. Next day, I went to get the scratched part repainted for which they took an entire day. Promised time was 05:30 PM. I called the service advisor at 5 PM and he asked if I can pick up the car tomorrow. I said tomorrow is Monday and I need the car tomorrow, so I need to pick it up today. He said that I will have to come again next week for polishing as they can't do polishing on fresh painted area. I had no other option. Reached the service centre and checked out the car, but couldn't really make out anything as the car was covered with dust. Got the car delivered at 6:30 PM after waiting for an hour for them to clean the car. The painted area had water like spots which I was told that will get removed on polishing. I went again next week, they took an hour and finished the polishing work. The painted part has a little bluish tint, but only a keen observer would be able to see. All in all, an awful and disappointing experience for a simple first service. They scratched the car and made me revisit their service centre thrice. One of the key consideration for buying a new car is after sales support and service network, but Hyundai is failing in providing a fuss free ownership experience. I guess its the simple case of not caring for customers anymore as they are successful and established now.", 25th October 2019,hyundai-grand-i10,Gurugram,138,857
45, Durango Dude , 07:44 ,Senior - BHPian," Quote: Originally Posted by rahul_goyal Update 2 Got the first service (due at 1500 km or 30 days) done from Dee Emm Hyundai, Gurgaon.Anyway washing wasn't a really big concern but then I found this on the driver's door:A scratch of the size of a rice grain but visible. I called the service advisor immediately who went to see the pictures he took on his tablet. There was no scratch in the picture. Before opening a job card they take extensive pictures and highlight all dents/scratches that they find. You can escalate the matter at cr@hmil.net Don't let them get away with that.", 26th October 2019,hyundai-grand-i10,Chennai,"1,935","5,084"
46, Dieselritzer , 08:30 ,BHPian,I can tell for sure that success has gone into their heads. It's been more than a month since I visited their showroom in Mumbai. Test drove nios and told them that I loved the car. Not a single call back to check if I wanted to take the discussion ahead. Compare this to Toyota where I went to check the Glanza and they chased me so much to come and discuss the final price and offers., 26th October 2019,hyundai-grand-i10,Mumbai,582,"1,410"
47, rahul_goyal , 23:17 ,BHPian,Got the key cover for flip key from Amazon (Keycare). , 8th November 2019,hyundai-grand-i10,Gurugram,138,857
48, Guna , 23:29 ,Senior - BHPian, Quote: Originally Posted by Dieselritzer The interior space is significantly less than Jazz. The rear bench is a strict 2 seater + 1 kid. Jazz has wider seats. Boot space is also way lesser than what Jazz offers. Jazz is significantly more spacious than even i20 Elite. It is almost Creta kind of space inside , 8th November 2019,hyundai-grand-i10,Bangalore,"3,993","4,177"
49, rtv , 23:10 ,Newbie,Thanks a lot Rahul. [quote=rtv;4724815] are some of my observations over and above yours., 12th January 2020,hyundai-grand-i10,Bangalore,5,23
50, sairamboko , 07:45 ,BHPian,Hi Rahul - good review and congratulations on the car ! I have a question. You mentioned your monthly usage is 1500 to 1800 kms a month. May i know why you didn't go for a diesel ?, 10th February 2020,hyundai-grand-i10,Hosur,639,936
51, rahul_goyal , 16:17 ,BHPian, Quote: Originally Posted by sairamboko Hi Rahul - good review and congratulations on the car ! I have a question. You mentioned your monthly usage is 1500 to 1800 kms a month. May i know why you didn't go for a diesel ? Thank you. Petrol was the preferred choice because of following reason:10 year limit on diesel vehicles in NCR reduces the resale value; Running cost difference is not much as the price difference in petrol and diesel in negligible; (MID shows 17+ mostly within city usage; not bad for a petrol car IMO); Ownership cost difference for same variant in diesel is about INR 1 lakh; Diesel is 3 cylinder turbocharged engine and I have driven it extensively in my previous car (Xcent) to know that it can give you fair share of trouble specially owing to the quality of diesel fuel supplied at most petrol pumps in India; Petrol is a cleaner fuel in comparison to diesel and has lesser environmental impact. Nios has completed 7000+ kms and experience thus far has been good except for the screeching noise which is heard sometimes at low speed. Will get it checked soon., 10th February 2020,hyundai-grand-i10,Gurugram,138,857
52, rahul_goyal , 15:45 ,BHPian,"Got the Nios thoroughly washed from the Car Studio in Sector 66 Gurgaon. Price paid for crystal foam wash and interior vaccum - INR 500/- Time taken - almost 1 hour Highly satisfied as they use good quality microfiber clothes and the guys are well trained in their job. Ended up buying couple of micro fiber towels as well (one 280 gsm borderless cloth and the other was 800 gsm). Here are the pictures. Car covered with crystal foam. Boys cleaning the car using microfiber. Tyre and underbody is also cleaned thoroghly. They don't have a lift, they use an attachment to the watergun that cleans the underbody. Shampoo is washed away with water pressure gun. End result. (Spic and Span) I plan to get the car waxed soon. Would be of great help if any fellow BHPian can suggest a good place in Gurgaon. I have Steam and Shine (Arjangarh; not technically Gurgaon though but in the vicinity) on my mind so far. Please share your experience if anyone has tried it.", 26th February 2020,hyundai-grand-i10,Gurugram,138,857
53, rayjaycleoful , 22:15 ,BHPian, Quote: Originally Posted by rahul_goyal Purchased these noodle mats from Hindustan Car Accessories at Sikanderpur for INR 1000/- (5 independent mats; they appear to be of good quality and should last for at least couple of years) Attachment 1921374 ] but can you share if this type of mat affects full accelerator capability? They seem to be very good quality at a realistic price., 26th February 2020,hyundai-grand-i10,Gurgaon,421,447
54, rahul_goyal , 22:50 ,BHPian," Quote: Originally Posted by rayjaycleoful but can you share if this type of mat affects full accelerator capability? They seem to be very good quality at a realistic price. No the mat does not affect use of accelerator in any manner. I understand that there are some 3d mats which have cut out in the accelerator area and the pedal tends to gut stuck in the mat (extremely dangerous). But there's no such issue with this mat, even when the pedal is floored. The owner of the shop is a good guy. You can check it out with him that place has a lot of variety.", 26th February 2020,hyundai-grand-i10,Gurugram,138,857
55, Night Raven , 00:32 ,BHPian," Quote: Originally Posted by rahul_goyal The sales advisors at Himgiri Hyundai are not well trained. My sales representative didn't know anything about the first in segment variable warranty on offer. Even when I mentioned that this is a first in segment feature where customer can choose the warranty package they want with Nios, he looked at me weirdly and said standard warranty is for 3 years and you can purchase extended warranty by paying extra. We bought a grand i10 nios sportz AMT last month from popular Hyundai in our hometown. My experience with variable basic warranty was even worse. At my first visit to the showroom after the test drive I asked the sales advisor about variable basic warranty and his response was same as in your case. He denied the existence of any such option and told me fourth and fifth year warranty has to be purchased at extra cost. I showed him the Hyundai web page and still he didn't accept. I went ahead with the purchase anyway because the car perfectly fit our requirements. Meanwhile I emailed Hyundai customer relations team asking for a clarification and they just forwarded the mail to popular Hyundai's main dealership office. One lady called me from the Kochi office of popular Hyundai, but she was as clueless as my SA regarding variable basic warranty. She told me the person who handles the warranty matters will contact me but nobody did. About a month later while I was going through the owner's manual I found the page where warranty package chosen has to be marked and stamped by the dealership. I took a picture of the page, send to my SA and demanded him to explain. This time he accepted his mistake, apologized and said he had no idea about it because they didn't get any proper training regarding this Now comes the best part. I asked him to change my warranty plan to 5 years/40000 kms since that's what suits me best. He apologized again and said it cannot be changed now because it has to be done during the billing process. I lost my cool, gave him an earful and then he said he will try to compensate for all this during the services. The whole experience was nothing like I had expected from Hyundai. ", 27th February 2020,hyundai-grand-i10,Kottayam,187,774
56, rayjaycleoful , 17:08 ,BHPian," Quote: Originally Posted by rahul_goyal But there's no such issue with this mat, even when the pedal is floored. The owner of the shop is a good guy. You can check it out with him that place has a lot of variety. Bought similar mats from the place for 1200 today. While the rear pieces are really small for a City,(had to keep it on OEM mats) the front pieces are decent. I got the driver's piece cut from under the accelerator. Also, do they tend to slip? Please try flooring the accelerator with your toe and pulling the mat out from under.My accelerator went deeper noticably when I did this so got it cut. You can see how your OEM mat has a cutout the accelerator but this one doesn't. Hence the aftermarket one, being quite thick restricts full throttle in my experience. (My experience)", 27th February 2020,hyundai-grand-i10,Gurgaon,421,447
57, praveen_v , 17:21 ,BHPian," Quote: Originally Posted by Night Raven Now comes the best part. I asked him to change my warranty plan to 5 years/40000 kms since that's what suits me best. He apologized again and said it cannot be changed now because it has to be done during the billing process. I lost my cool, gave him an earful and then he said he will try to compensate for all this during the services. The whole experience was nothing like I had expected from Hyundai. I think the warranty plan has to be entered in the system when the first service is being done. Thats when the service advisor confirmed the plan from me and entered it in the service booklet and in the system. Only after doing this can they open a Jobcard is what the service advisor told me. You should talk to the service people. They would should be knowing about this as they would have done it for other cars that have this variable warranty plan.", 27th February 2020,hyundai-grand-i10,Chennai,505,206
58, rahul_goyal , 12:05 ,BHPian," Quote: Originally Posted by praveen_v I think the warranty plan has to be entered in the system when the first service is being done. Thats when the service advisor confirmed the plan from me and entered it in the service booklet and in the system. Only after doing this can they open a Jobcard is what the service advisor told me. In my case, it had to be decided at the time of delivery.", 28th February 2020,hyundai-grand-i10,Gurugram,138,857
59, praveen_v , 14:11 ,BHPian," Quote: Originally Posted by rahul_goyal In my case, it had to be decided at the time of delivery. Yes, they ask for it but did they enter and stamped the seal in the booklet during delivery? I initially opted for the 4Yr/50000 during delivery but changed it to 5Yr/40000 during first service and thats when they actually put it into their system.", 28th February 2020,hyundai-grand-i10,Chennai,505,206
60, rahul_goyal , 14:27 ,BHPian," Quote: Originally Posted by praveen_v Yes, they ask for it but did they enter and stamped the seal in the booklet during delivery? I initially opted for the 4Yr/50000 during delivery but changed it to 5Yr/40000 during first service and thats when they actually put it into their system. No in my case, it was stamped on the delivery date itself.", 28th February 2020,hyundai-grand-i10,Gurugram,138,857
61, Night Raven , 23:16 ,BHPian," Quote: Originally Posted by praveen_v You should talk to the service people. They would should be knowing about this as they would have done it for other cars that have this variable warranty plan. Actually I think there is a lot of confusion regarding this so called wonder warranty. I have been emailing and talking to Hyundai customer care for the past 1 week. Twice I have got reassurance that within 48 hours I will be contacted by the concerned department. Nobody has contacted so far. Tonight I called the customer care again and I was told it has already been changed in their system to 5yr/40000 Kms, but when I asked why I haven't received any documentation or communication regarding the change the person had no definite answer. He told me he would make sure I get contacted by the concerned department within 48 hours. Hope this gets settled soon.", 3rd March 2020,hyundai-grand-i10,Kottayam,187,774
62, Sandeepg33k , 01:16 ,Newbie,"Hi All Hope you all are having a great day. I purchased Gi10 NIOS AMT 2 months back in Bangalore. The car is fantastic and is a great city car. However, I am facing a weird issue. Here are the details. This happens only occasionally (3 out of 10 times). When the speed is around 55KM, the gear automatically shifts to D5. At this point, if I press the accelerator lightly, the speed doesn't increase. Rather I hear a weird engine noise each time I press the accelerator pedal. The steering also vibrates at this point. However, if I hard press the accelerator pedal the gear shifts down to D3 (from D5) and the noise goes away. During the first service (1.5 months back), I told the service center staff about this issue. They drove the car, but couldn't reproduce. Finally, I thought it might be a temporary glitch and moved on. But the issue is still there -- it keeps popping up and is a bit irritating. What should I do? Since it doesn't happen always, how should I convey it effectively at the service center? Any advice will be very helpful. Thanks a lot!", 14th March 2020,hyundai-grand-i10,Bangalore,3,10
63, rahul_goyal , 08:42 ,BHPian," Quote: Originally Posted by Sandeepg33k This happens only occasionally (3 out of 10 times). When the speed is around 55KM, the gear automatically shifts to D5. At this point, if I press the accelerator lightly, the speed doesn't increase. Rather I hear a weird engine noise each time I press the accelerator pedal. The steering also vibrates at this point. However, if I hard press the accelerator pedal the gear shifts down to D3 (from D5) and the noise goes away. During the first service (1.5 months back), I told the service center staff about this issue. They drove the car, but couldn't reproduce. Finally, I thought it might be a temporary glitch and moved on. But the issue is still there -- it keeps popping up and is a bit irritating. What should I do? Since it doesn't happen always, how should I convey it effectively at the service center? Any advice will be very helpful. Thanks a lot! Take a friend or family member for a drive. Ask them to record a video while you drive. If the problem is a recurring one, it will get recorded after few attempts. Also do share the link of video here. Some expert BHPian may give you a lead on the possible reasons and areas you should be looking at. Do share an update on this. I hope it's nothing big. Cheers.", 22nd March 2020,hyundai-grand-i10,Gurugram,138,857
64, swarnava.ch , 07:58 ,BHPian," Quote: Originally Posted by rahul_goyal We got Grand i10 Nios Sportz AMT (Titan Grey) in our family on September 8, 2019. Dear Rahul, Thanks a lot for your thread, loved it and i just got my Nios Asta AMT petrol yesterday. Had read your review almost 3 times during the decision phase. Will compile my own review thread shortly. I have two quick questions for you if you can help - horrible lock unlock sound - did you or any other BHPian get any solution how to turn this off ? The whole basement resonates with the sound. I want to disable somehow. - during parking when I want to move very slowly, the car just leaps to speeds of 8 - 9 kmph as soon as I lift off the brake. Whether in Drive or Reverse. This sudden speeding requires me to press brakes which creates some shuddering / vibration in the car. Is this also your observation / Normal ? Am I doing something wrong here ? Pardon the novice question as it’s just a day and 2 Kms of drive so far. I am worried here because the car needs to be parked in a narrow slot which requires atleast 2 front and back adjustments and if it suddenly speeds up in drive or Neutral, I am worried someday it will bang the car in front.", 21st August 2020,hyundai-grand-i10,Bengaluru,355,"1,549"
65, CHIRU3011 , 20:33 ,Newbie, https://youtu.be/_pZwN9dI_vc Check out this video if it helps you turn off the lock unlock sound, 22nd August 2020,hyundai-grand-i10,Thane,11,14
66, chiefpk , 10:20 ,BHPian," Quote: Originally Posted by swarnava.ch . - horrible lock unlock sound - did you or any other BHPian get any solution how to turn this off ? The whole basement resonates with the sound. I want to disable somehow. Till date, there's no option to disable the ugly lock unlock sound, there's a trick which is useful in which you don't close the door properly and then lock the car then followed by closing the door. In such case, the car won't make any sound but this method is way too inconvenient IMO.", 23rd August 2020,hyundai-grand-i10,"YNR(HR),",168,571
67, rahul_goyal , 11:58 ,BHPian," Quote: Originally Posted by swarnava.ch Dear Rahul, Thanks a lot for your thread, loved it and i just got my Nios Asta AMT petrol yesterday. Had read your review almost 3 times during the decision phase. Will compile my own review thread shortly. I have two quick questions for you if you can help - horrible lock unlock sound - did you or any other BHPian get any solution how to turn this off ? The whole basement resonates with the sound. I want to disable somehow. - during parking when I want to move very slowly, the car just leaps to speeds of 8 - 9 kmph as soon as I lift off the break. Whether in Drive or Reverse. This sudden speeding requires me to press brakes which creates some shuddering / vibration in the car. Is this also your observation / Normal ? Am I doing something wrong here ? Pardon the novice question as its just a day and 2 Kms of drive so far. I am worried here because the car needs to be parked in a narrow slot which requires atleast 2 front and back adjustments and if it suddenly speeds up in drive or Neutral, I am worried someday it will bang the car in front. Congratulations on the new car.! Will wait for your ownership thread. - I guess there is no way to turn off the sound. I myself have tried the methods available online (pressing lock/unlock key for 10 secs), but nothing works. Workshop also didn't have any solution. I have made my peace with it. Plus in large basement parking it is easier to locate the car (in case you forget where you have parked). Do let me know if you can figure out a way. - I get what you are referring to. For first couple of seconds there's no response from the car (its for safety reason that they have built in the delay) but then suddenly it starts creeping at 7km/h speed, which at times is higher when you are in parking in tight spots. Then there is that vibration kind of feeling when you hit the brakes specially on a cold start. It is a shortcoming of this AMT.", 23rd August 2020,hyundai-grand-i10,Gurugram,138,857
