Unnamed: 0,name,time,brand,post,date,car name,location,posted,thanked,predicted_class,sentiment_score
60, skyfire2892 , 12:01 ,BHPian,"Recently did a short trip to Adiyogi centre near Bangalore. The last 2-3 kms of road is not yet built and is quite slippery due to lot of sand. I must say car was able to handle the road quite nicely, plus hill control is a god send feature. I saw a lot of cars struggling on slopes as there was much congestion but I did not face a lot of issue. Tip: Don't go to this place in weekends unless you want to spend an hour itself in parking lot. A pre departure snap", 11th June 2023,hyundai-venue,Bengaluru,243,189,Electric Motor/Battery,Positive
61, DriftDevil , 13:21 ,Newbie,"Really disappointed with the headlights of my Nline, on my trip to ooty and wayanad it was pretty evident that if you want to drive in the night you need to be below 80kph to be able to see properly, thankfully on the hairpins the cornering lights were very helpful. Has anyone tried upgrading their lights with something better, if yes please share details and any other inputs to survive with these headlights. TIA.", 15th June 2023,hyundai-venue,Bangalore,10,9,"Brakes, Wheels or Tires",Very Positive
62, Ashdel , 15:53 ,BHPian, Quote: Originally Posted by skyfire2892 1 month with Venue N line [*] Dashcam is decent and has an app to retrieve data(you have to be in car to do that). Can you help which app to be used for managing dashcam - I got N8 last week. Thanks in advance, 29th June 2023,hyundai-venue,Delhi,172,162,Squeaks/Rattles - Water Leaks - Wind/Road Noise,Very Positive
63, skyfire2892 , 18:09 ,BHPian, Quote: Originally Posted by Ashdel Can you help which app to be used for managing dashcam - I got N8 last week. Thanks in advance https://play.google.com/store/apps/d....motrex.motcam, 29th June 2023,hyundai-venue,Bengaluru,243,189,Drivetrain,Very Positive
64, Ashdel , 19:14 ,BHPian, Quote: Originally Posted by skyfire2892 https://play.google.com/store/apps/d....motrex.motcam Thanks again - and for the new N8 owners the dashcam wifi password is 12345678, 29th June 2023,hyundai-venue,Delhi,172,162,Squeaks/Rattles - Water Leaks - Wind/Road Noise,Positive
65, Ashdel , 10:31 ,BHPian,BHPians - i came from past 15 years with 1.3 DDIS Oil burner to Gasoline 1.0 Turbo - so i believe the concept of cooling down (by idling engine for couple of minutes) turbo after heavy driving remains same for both fuel types, 30th June 2023,hyundai-venue,Delhi,172,162,"Engine, Fuel System and Exhaust",Neutral
66, coolboy007 , 13:05 ,Senior - BHPian," Got my N8 Shadow grey Venue 20 days back, have already completed a trip to Himachal and done with 1700 kms together with first service. This car replaces our Baleno CVT which had done just 18000 kms but i was fed up with the poor return to center action on the steering and numerous rattles. The only contenders were Sonet and Venue, Venue won because of the stiffer dampers, rear discs, better exhaust note and the lovely Shadow Grey shade. Upgraded the stock audio with Blam components, Sony XM GS4 4 channel amplifier, Infinity sub and damped all 4 doors and boot. Also swapped the crappy MRF's for Yokohama Blu earth in stock size. What's good - Coming from a Maruti, the heft of doors, NVH, interior quality and the switchgear is a level above. - The turbo petrol engine is fun when you are in the mood for it, can effortlessly cruise at 110-120 all day with the 7 ratios available. - The handling was a pleasant surprise for me, we have a new gen Creta at home too but this car handled the ghats effortlessly, rides absolutely F-L-A-T on expressways. - 4 disc set up is very confidence inspiring, a big step up for me coming from a Baleno. I also have a 330i and the braking is just a notch below that car which is commendable. - I have changed to Yokos so for me the tyre noise is well controlled and the ride has become cushier. Suspension works silently for the most part. - AC performance is excellent, miss the UV cut glass which was there in Baleno though. - Gear changes are butter smooth and seamless, kick down takes atleast a second to kick in. - Front seats get A+ for long drives, drove solo 11 hours from Himachal to Delhi with no pain or discomfort noticed during the drive or next day. - Excellent service by the dealers - casually called at 11 am to book the first service on a saturday and they promptly picked up the car within 2 hours, just paid 2000 for underbody coating. - Company fitted dash cam, just wish they develop an app to copy videos directly to my phone. - The ICE touch screen has lovely graphics and very fluid to use without any lag. What's not good - Steering has more heft than normal but is devoid of any feel or feedback. - With stock audio, the doors made an irritating noise with bass heavy songs, read online that this is common with Venue. - This engine+gearbox combo loves to gulp fuel, returns 10-11 in city and 14-16 on expressways, my 330i with more than twice the power returns same FE. - You can feel some vibrations at idle as its a 3 cylinder engine - The DCT is tuned for FE as it keeps upshifting in comfort mode, had to use paddles in ghats as the engine went out of its turbo zone multiple times due to this behaviour. - Seat ventilation is a big big miss, should have been there. - Rear seat space is a bit tight, missing rear armrest on newer models now. - LED head lights are weak, way better than Creta but still average. Issue - I dont know if anyone has noticed this but the lowest part of front windshield has a sort of concave/convex view and this gets very irritating in the hills, not noticeable in city, need to check if our Creta has the same issue. ", 30th June 2023,hyundai-venue,New,"1,852","2,137",Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
67, actinium15 , 21:19 ,BHPian," Quote: Originally Posted by coolboy007 Upgraded the stock audio with Blam components, Sony XM GS4 4 channel amplifier, Infinity sub and damped all 4 doors and boot. Also swapped the crappy MRF's for Yokohama Blu earth in stock size. Neat setup! How did you manage the usual (borderline) threats of ""your warranty will be voided"" by the dealer any time an accessory over the factory setup is to be added?", 2nd July 2023,hyundai-venue,Delhi,70,72,Features/Controls/Displays (broken or difficult to use),Very Negative
68, aarnav_b , 02:29 ,BHPian,"Congratulations on the new car and great colour choice! Wanted to know if damping the doors have solved the vibration issues because I face the same issue currently in my 4 year old Venue and wasn't looking to upgrade the speakers, just looking damping options.", 3rd July 2023,hyundai-venue,Dombivili,73,115,"Engine, Fuel System and Exhaust",Very Positive
69, coolboy007 , 19:34 ,Senior - BHPian," Quote: Originally Posted by actinium15 How did you manage the usual (borderline) threats of ""your warranty will be voided"" by the dealer any time an accessory over the factory setup is to be added? Oem couplers were used to connect new components on separate wiring and nothing was cut/tapped into from the original wiring. There is no ground for the dealer to deny any warranty claim and i don't think Hyundai is too fussy about these things like some german manufacturers. Quote: Originally Posted by aarnav_b Congratulations on the new car and great colour choice! Wanted to know if damping the doors have solved the vibration issues because I face the same issue currently in my 4 year old Venue and wasn't looking to upgrade the speakers, just looking damping options. Yes, it has completely solved the irritating jarring noise from the front doors when the bass hits. You can just damp the front 2 doors, it would solve the issue.", 3rd July 2023,hyundai-venue,New,"1,852","2,137",Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
70, TJ02 , 11:59 ,BHPian," Quote: Originally Posted by aarnav_b Congratulations on the new car and great colour choice! Wanted to know if damping the doors have solved the vibration issues because I face the same issue currently in my 4 year old Venue and wasn't looking to upgrade the speakers, just looking damping options. Damping does help, I have the Taigun GT plus, had similar rattling issue on bass heavy songs. Got damping done and issue is resolved. No need to upgrade stock speakers.", 11th July 2023,hyundai-venue,Hyderabad,156,194,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
71, Ashdel , 10:50 ,BHPian,Did anyone notice that this car's engine temp comes to normal in less than 1 km of startup - ofcourse it does stay in range there after - however i am coming from 15 years of DDIS engine and hence noticed. This may be the reason for some past news of DCT getting over-heated BHPians - any thoughts., 19th July 2023,hyundai-venue,Delhi,172,162,"Brakes, Wheels or Tires",Neutral
72, ballfry , 11:01 ,BHPian," Quote: Originally Posted by Ashdel Did anyone notice that this car's engine temp comes to normal in less than 1 km of startup ... DDIS engine and hence noticed. This may be the reason for some past news of DCT getting over-heated BHPians - any thoughts. Unsure about the latter half of the question, but petrol engines do come up to Normal Operating temp faster than their diesel counterparts. Comes down to the Thermal Efficiency of diesel as a fuel. Lesser heat is generated when combusting diesel as compared to petrol.", 19th July 2023,hyundai-venue,Hyderabad,71,219,Climate Control - Heating & Cooling (broken or difficult to use),Positive
73, Ashdel , 10:40 ,BHPian,Is anyone experiencing a beep sound from infotainment system - every time car hits a bad pothole ? I went to service center and they have no idea about it., 26th July 2023,hyundai-venue,Delhi,172,162,Electric Motor/Battery,Very Negative
74, DriftDevil , 14:42 ,Newbie," Quote: Originally Posted by Ashdel Is anyone experiencing a beep sound from infotainment system - every time car hits a bad pothole ? I went to service center and they have no idea about it. The beep is not from the infotainment system, it is from the dashcam when it starts emergency recording.", 26th July 2023,hyundai-venue,Bangalore,10,9,Climate Control - Heating & Cooling (broken or difficult to use),Very Negative
75, Ashdel , 18:40 ,BHPian,Today i covered Delhi - Jaipur - Delhi round trip in single day - Vehicle touched 18 kmpl while driving at an average speed of 85 km and dropped while coming back via Delhi - Mumbai Expressway - where the allowed speed limit was 120 - so pushed little hard and kept 130 - average dropped to 12 kmpl. But over all it was a good experience, 30th July 2023,hyundai-venue,Delhi,172,162,Features/Controls/Displays (broken or difficult to use),Very Positive
76, clementj , 21:14 ,BHPian,"We took delivery of a new Venue N Line N6 in Shadow Grey last month in Chennai. We have done about 900 kms in the car so far and the experience has been very good. The Venue N Line N8 has already been comprehensively reviewed here and so I will try focus on our buying decision and a little bit on how the N6 compares over the N8. This car is technically a replacement for my wife's 2018 Grand i10 Automatic I have to admit that it was very difficult to find a replacement for the Grand i10 as it was perfect in many ways. A refined 4 cylinder engine with a smooth and reliable torque converter AT, quality interiors that never really aged, a cohesive design that still looks modern, spacious and practical for a family and the perfect city car that will get you around in a stress-free manner. In the right senses, I would have kept the Grand i10 but then not all decisions are sensible and logical. While it was practical and convenient, it was a slow and boring point A to point B car that I was itching to replace. We had had it for 5+ years and the used car market offers were good with an offer at 70% of its original price in our hand. Once we had made the decision to replace the Grand i10, we roughly agreed on what we would look for in the replacement. Our priorities were: a) City friendly footprint b) Automatic ~ no AMTs c) Fun factor with usable performance d) Good fit and finish e) 12L-20L budget We spent more than 2 months evaluating multiple options but no other car tugged the heart strings and made sense to the head equally as much as the Venue N Line. Our considerations Maruti Suzuki Fronx 1.0 AT - On paper it made super sense. Boosterjet engine with a reliable torque converter, spacious, very well equipped and backed by the famed Maruti Network. We pre-booked the car but cancelled the booking once the prices were out. Volkswagen Taigun/Skoda Kushaq 1.0TSI AT - Best driver's cars in this price range period. The 1.0 TSI engines were more than competent and both these cars were a hoot to drive. The build quality wasn't great for VAG cars though. It was a difficult decision to go for the Venue vs one of these cars but perception of reliability, previous Hyundai ownership experience and lower price tilted the decision. Renault Kiger/Nissan Magnite 1.0 CVT - Both these cars were great value for money and the Turbo+CVT combination was fantastic. The cars however clearly felt built to a price with too many areas and hinges exposed and the TD cars showed their age very early. Kia Sonet 1.0 DCT and 1.5 AT - The Kia Sonet certainly has a lot going for it and my wife loved the way it looked and how well equipped it was. But for me, while both the 1.0 and 1.5 engines were entertaining enough, it did not drive as well as the N Line twins. Hyundai i20 N Line - The i20 N Line was also a good fit and we felt that it handled better than the Venue but the higher driving position and ground clearance of the Venue found favour with my wife. Hyundai Venue N Line - This was the car we finally went ahead with for multiple reasons. Smart looks, Competent dynamics, Quality interiors with great fit and finish, Unique Shadow Grey exterior shade, City friendly nature, a Smooth DCT and a value oriented price point (N6). Trim level: N6 or N8? When Hyundai launched the Venue N Line, the N6 variant came only with 2 airbags and missed out on features such as electrically adjustable seats, dual dash-cam, HD infotainment with connected tech, reclining rear seat with arm rest. From a safety point of view alone, a lot of buyers would have skipped the N6. In isolation, it was a very well equipped variant nonetheless with everything you’d practically need and want. Over time, Hyundai had added curtain airbags to the N6 as well as reclining rear seats making it even more sensible. The N6 also came with the added convenience of wireless Android Auto and Apple CarPlay which the Hyundai’s with connected car tech miss out on. As the car was the 3rd in the family and was going to be used primarily in the city, the extra features weren’t really going to make a difference. Plus the fact that we have hardly ever found use for the famed connected car tech on 2022 GLA 220d made it easy for us to go for the N6 variant. Buying experience Choosing a colour wasn’t very difficult as it was only between a Thunder blue or Shadow Grey and we were OK with both. We had originally taken a test drive with Kun Hyundai in Chennai but they did not have any N Line’s in stock and we were quoted a waiting period of 1-3 months for the N6 variant. It was by chance that I checked with V3 Hyundai, the dealer where we had earlier purchased our Grand i10 and we were in luck. They had one N6 Shadow Grey Venue in stock and they were willing to offer a discount on it. The car was manufactured a month earlier and the dealer was happy to let me check the car out in their yard. From the quoted price of 15.47L OTR, we agreed on a final on-road price of 14.82L ~ around 65k. I also opted for a Graphene coat and Garware 70 film from the dealer as the price was competitive (~40k). We had the car registered and delivered in 5 days with the necessary work done. In addition to the floor mats and flaps, the dealer included a N Line brand pack on delivery which included a set of seatbelt shoulder pads, a cap, a t-shirt, a sweat shirt and a hot/cold insulated cup - all N Line branded. Overall, the experience was good and kudos to Hyundai for the consistency that they are able to maintain when it comes to their dealerships and service centres. What I like Entertaining and easy to drive- the 1.0 turbo + DCT combination makes it a fun car to drive in the city or on the motorway especially in the sport mode. And the high driving position, ground clearance and small turning radius make it very easy to drive. The Shadow Grey Colour - The Venue is a really common car on Indian roads but that colour makes this Venue N Line really rare especially in conservative Chennai. Good or bad, it turns heads! Wireless Android Auto/Apple CarPlay - This is one convenience that I really appreciate in the car. I have a personal Android phone that uses a type C connector but also happen to carry an old company issued iPhone 11 that requires the lightning connector. With wireless support, I can switch to my iPhone to attend a teams meeting and switch back to my Android phone by just toggling a button on the touch screen. In the GLA or the Compass, I have to carry 2 sets of cables to be able to do this. The Interior - Hyundai cars are always a step above other manufacturers when it comes to interior quality. The Venue is no different and we love the feel of the N Line steering and shifter and the quality of the switchgear all around. What I don’t like Fuel Efficiency - The turbo petrol engine is very sensitive to driving patterns and traffic conditions. In bad and heavy traffic conditions, the car barely manages 6-7 kmpl but in light traffic conditions when driven with a light foot in the eco-mode, it returns 12+ kmpl. On an average, we have managed 7.5 kmpl average in the city due to bad traffic conditions due to extensive metro rail and storm water drain works which is a significant 25-30% lower than our GLA or Compass (diesels). Turbo Lag - When the drive mode is set to Normal or Eco, the turbo lag is pronounced in lower revs and needs some getting used to. Overall, the experience has been very good for the most part. The ride quality hasn’t really suffered from the suspension changes and the steering is sufficiently communicative. While the competition offers more equipment and/or more spacious cabins, the Venue N Line scores higher on quality, function and desirability and its a car that we’ll continue to look forward to drive for years to come. A few parting shots of the car... ", 11th September 2023,hyundai-venue,Chennai,146,324,"Brakes, Wheels or Tires",Very Positive
77, Ashdel , 14:16 ,BHPian,"Just wanted to share something new i learned with DCT's or rather i would say found While driving on highways with ""Cruise Control"" ON - as soon as there is a steep incline / flyover - vehicle down shits from 7th to 5th (speed around 110 km) - however it feels like super rushing to gain back that speed. Seems like vehicle itself if pushing its limit to reach back the set speed (with RPM touching around 5000 - 5th gear - 100+ km speed) Yesterday on my way back from Jaipur via Del-Mum expressway - i shifted gear knob to ""Sports"" (NOT the drive mode) and drive manually till it reached 7th gear - then set cruise control to 120 - now while stepping on a flyover (speed drops to around 113) - car sticks to 7th gear and keep pushing normally. Other BHPians may share their experiences with DCT - Turbo please.", 12th September 2023,hyundai-venue,Delhi,172,162,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
78, Ashdel , 10:50 ,BHPian,BHPians - i felt the stock LED setup in 2023 N line is just average - any suggestions for upgrade without compromising on warranty ?, 13th September 2023,hyundai-venue,Delhi,172,162,Electric Motor/Battery,Neutral
79, Ashdel , 17:28 ,BHPian,"*** Long due trip with my “Second wife” *** With of course 1st one is the official one – this second love is like having a second wife – which never goes well with the first one (Doosri baat maan jati hai) Coming back from 15 years with National Diesel engine of India (DDiS), recently shifted rather converted myself to a “Petrol-Head”. Key reason being NCR ban and since my daily commute has increased to 130+ km within NCR – auto gearbox was the need of the hour. So Venue N Line is here. I need to hear the heart beat of my love while driving, else I don’t feel connected – with 3 cylinder engine – I could have some of this - partially – miss you Oil Burners Some background – I consider my father who is in his early 60’s still a die-hard driving fan – countless trips to North India hill stations + 5 trips to Badrinath, Kedarnath – that too in our beloved Carburetor wali 800, Old Zen and Daewoo Cielo. Recently took him on drive to Jaipur via Mumbai Expressway and it was a blast for him. For the first time he drove an Auto and I keep reminding him to rest his left foot. Pre-covid – I used to do solo DEL-Pune trip every 6 months with overnight stay in Indore in my Brezza. So its been 4 years that I haven’t planned a 1000+ km trip. And here we all had 2nd Oct extended weekend and my Second Love is calling. Why Mount Abu ? I believe this is the only Hill Station in the state of Rajasthan and having done N number of trips to Shimla, Nainital, Mussoorie, Kullu Manali – Itch was to explore this as well and compare. Best part is this place is around 750 km from Gurgaon – which I am comfortable covering in 1 day. Planning – my car is just 6000 on the ODO – so just a tank full and basic checks. Random 3 star hotel booked online for 2 nights – since this was more of a solo driving trip – not looking for any luxury The D Day – Finished Friday night early and fired engine at 5:30 in the morning. Trust me – the exhaust sounded so good in the silent parking lot. (got a sheer feeling of Paisa Wasool for N Line). Started following Google Map – since Hyundai in-built navigation is shady – followed old Delhi Jaipur route since it was early morning and Google Baba showed very less traffic. This is one highway that I personally have been driving since almost last 25 years and its still in bad shape (multiple constructions, bad road conditions) however there are hell number of fancy and big eateries till Jaipur. Once you cross Jaipur towards Ajmer / Pali – there are only basic Dhabas – where you can fairly see Truck drivers + general public – all eating in one place. Drove towards Ajmer bypass – Pali road – Jodhpur bypass and then Mount Abu. Finally reached Abu by 4:30 PM – checked inn – While returning back on 2 Oct – I started again by 5:30 AM – reached Gurgaon by 3 – was able to stretch “N Line” till Ajmer however from Jaipur – Delhi, it was flooded with NCR cars returning back - and then let pictures do the talking Couple of points / Observations: 1. Coming from Brezza – N Line felt much more sorted while cornering 2. Never order any fancy dish in a remote dhaba – stick to basics like dal, vegetable, roti/rice. You wont find “Tandoori” rotis / dishes in local low scale dhabas – they only serve Tawa dishes. 3. Rajasthan police is nasty – I have a long-time experience with these guys – I tend to keep 10% above the speed limit and just keep driving – but stretched legs on some long runs where I was sure of no cops 😊 4. Mount Abu is very near Gujarat border – in fact it’s a mini-Gujarat + lots of Boose – Everyone speaks Gujarati there – even Beggers. People who have been to Himachal, UK – please don’t even compare. (by the time you start seeing Hair Pin turns – road ends ☹ 5. Shop owners / Hotels wont bargain – Booze is sold 5-10% above MRP – they are spoiled – thanks to Gujarat (no offence to anyone please) In fact most of the big eateries are owned by Gujarati’s only and they only accept Cash payments – No card / UPI (all their menu prices are inclusive of GST) 6. Delhi to Jaipur – fairly heavy traffic, Jaipur to Kishangarh – less traffic, Ajmer to Jodhpur and further – very less traffic. 7. Always follow the local state news where you are travelling – Rajasthan fuel stations were closed for couple of days recently and were only left with limited stock – so it was a rationing system after Pali – no-one was ready to do a full tank – so had to fill up “Hazar Ka” 3 times ☹ In fact there is only 1 fuel station in main town of Abu which is near the main attraction “Nakki Lake” – it was completely jam packed and caused a km long queue on weekend with big GJ cars piling up. 8. Except the old Delhi Jaipur road – rest of the highway is fantastic – hardly any broken patches 9. All fuel stations accepted UPI – refrain paying via card. 10. Tourist places will spot outstation cars and will ask for parking money – without any valid ticket – don’t get into arguments – not worth it – just pay and move on – they are local goons 11. With my Second Love – got around 11 kmpl on highway round trip – while in city I get around 15 – “another wife – another animal” Specially while alone ", 4th October 2023,hyundai-venue,Delhi,172,162,Transmission,Very Positive
80, Ashdel , 17:33 ,BHPian,Pictures continued - Enjoy, 4th October 2023,hyundai-venue,Delhi,172,162,Drivetrain,Positive
81, jaibatrik , 14:07 ,Newbie,"Initial impressions of my Hyundai Venue N Line N6 Hello, respected fellow forum members 👋! I am a long time follower of this forum, but I only got my membership approved in the recent months. The content on this forum has always quenched my curiosity, broadened my knowledge, and helped me in making my own decisions better. So, here I am to share my own perspective to help those who come here after me 🙏 Background I was driving a 2014 Hyundai Eon Magna+ that I purchased in 2017 for almost 5 years when the itch to upgrade caught me. My friends were always urging me to take a safer car, and I too wanted a car that would be suitable for highway, not just the city. At the same time, I was going through some trouble elsewhere in life, and kept postponing the upgrade. But, as it would turn out, the situation dragged, and I finally decided to not let go of the joy of owning a new car by other things and bit the bullet! A photo of my beloved Eon below. Hunt for a new car I was somewhat clear about the requirements. I wanted the car to have the following features. 1. It should be proper automatic (no AMT / iMT). 2. It should have a decent infotainment system with Android Auto. 3. There should be automatic climate control. 4. There should be a reverse camera. 5. The car should accelerate well and handle well - but these were not deal-breakers - I do love cars, and enjoy driving, but I am a sedate driver most of the time, and have fun pushing the car only on few occasions. 6. It should not be a sedan (I know the sedans are preferred for their superior handling and aerodynamic shape, but I live in a city and I value compactness way more than handling). With the above clear criteria, and a budget less than 15 lacs, only two cars caught my fancy - the Kia Sonet and the Hyundai Venue. I wasn't too interested in Kiger / Magnite as they weren't from the OEMs with bigger footprints. Further, I didn't like the styling of the new Venue, and the variant that came below 15 lacs didn't have climate control, alloy wheels, etc. So, I did a few test drives with the Kia Sonet, found nothing wrong with the car (I already liked it), and booked the HTX DCT variant in August, 2022. They contacted me in December saying the car was ready, but there was another crisis that I was dealing with at that time, and passed on the opportunity to purchase. Finally, the storms were over, and I was ready to get the car in May, 2023. I contacted Kia showroom where I booked the car, but the prices got increased by more than 60k, and I was in dilemma again. And during one of these days, I came across the Venue N Line news on TBHP and enquired about it at the nearby Hyundai dealership. The price was around 50k more than Sonet HTX, but I was ready if there was value in that. Test drive, booking, and delivery I took a test drive of the car, and really liked it. I felt the seating position was better than the Sonet, and the visibility of the road was definitely better. I liked the handling and the planted feel of the car, and the sports mode (which was easily accessible in Venue) literally put a smile on my face. I ended up booking the car at the dealership. They promised delivery in 3 months, but I visited another dealership afterwards, and they had one shadow grey N6 arriving that day itself that they could deliver me in the interest of month end. I did a PDI the next day armed with the TBHP checklist, and everything seemed okay. I got the delivery of the car the next day. The journey so far, and my impressions I have completed close to 4500 kilometers with the grey beauty till date, and have been thoroughly loving it. I haven't taken her to all the terrains yet, so this review is based on where we've gone so far - office runs, in and around Hyderabad (Shamshabad, Shamirpet, Yadagirigutta, Vikarabad, etc. through ORR) and one recent trip to Bangalore, Mysore, and Bandipura through NH 44, and Bengaluru - Mysuru Expressway. Here's what I think of different aspects (at least the ones that matter to me) of the car. Engine The drivability is good once you are in the power band. You can overtake most of the vehicles on the road without much effort. I have done speeds (slightly) exceeding 120 kmph and didn't feel the engine was strained. The power, at lower RPMs, comes as a sudden surge though - which I feel is very inconvenient when you are at a crawling speed, and want to cover a limited distance quickly. The car might even feel out of control for someone unsuspecting. Overall, quite happy with the performance though. Gearbox The DCT gearbox is quite nice, by the virtue of being butter smooth. On plains, or downhill slopes, you cannot feel the gear shifts at all. The default tuning of the gearbox is conservative though, and upshifts are quite quick. Mind that the gearbox, in conjunction with the engine, can serve you power when you need it - by going to the power band / turbo range, and holding the gear. There's turbo lag though, and you're better off using the paddle shifters to stay in the power band when the window of opportunity to overtake is limited. Suspension Probably the best quality of this car that I like. I feel that this is tuned perfectly for our roads. The ride quality is not stiff, and be it lower speed or higher, the car absorbs the undulations of the road in such a composed manner. Even at higher speed, the car stays composed when tackling sudden big potholes. I haven't driven the best handling cars, but this certainly satisfies the driving enthusiast in me. The body roll seems to be contained, and I am able to take corners with sufficient speed. Steering The steering also feels precise enough to guide the car precisely to where I want it to point to. This, along with the suspension, makes driving quite interesting in my opinion. However, I am not fully satisfied with the steering also. I find the steering to be unnecessarily heavy, and it's more pronounced at lower speed. The steering is so heavy that I used to get shoulder pain after long city driving. Exterior Not a big fan of the grill, but I like the overall styling of the Venue N Line. I do think that the car looks beautiful and I look back often at her after locking and going away. Interior We know that Hyundai does a good job here, and this is no exception. I didn't expect anything more at this price point. The cabin feels so premium, and the ergonomics are so sorted. Seats Coming from the Eon, I used to feel that the seats are hard, and they are indeed firm, but nothing that you cannot endure. The front seats are a nice place to be and they hold you in place even when you take corners at slightly higher speeds 😀 Visibility Great, nothing to complain here. You even get to see the bonnet! Driving modes I'm a huge fan of this feature. You get three modes - Eco, Normal, and Sport; and the driving dynamics (at least power delivery) changes completely depending on the mode. In Eco mode, the power comes very linearly, and I feel the turbo doesn't kick in perhaps? I use it in heavy traffic when all I can do is to match the speed of the traffic. The Sport mode delivers more power even from lower RPMs and acceleration is quite quicker. I generally don't use it as this drinks too much fuel, and the power delivery becomes very spiky for city conditions. I use it on twisted roads when I'm in the mood for some fun. I use the Normal mode for all other cases, which satisfies all general conditions. Infotainment system The 8"" touchscreen is nice and responsive, and for most part, the wireless Android Auto works pretty well. What I'm not satisfied with is the sound quality of the unknown audio system. I'm not an audiophile, yet neither the lower or the higher or any frequency for that matter sound nice to me in this car. Even my Eon had better sounding speakers. NVH I feel this is decent for the price. The engine is smooth for the most part, and the cabin is quiet enough to filter out the road noise while allowing some of those exhaust pops in. The journey overall feels relaxing and I don't feel tired even after longer journeys. Fuel economy I don't know whether to be happy or sad about it. Coming from an Eon, the trips to fuel stations have increased manifold. Although, I understand that the fuel economy I'm getting, between 8 to 12 in slow traffic, 14 to 16 in smooth city traffic, and 16 to 20 on highways, is decent for this engine. A few photos ... And that's probably it! Please reach out to me if you are looking for any particular information / opinion, and I'd be glad to help you on your new car selection journey! Thanks for reading 🙏", 19th October 2023,hyundai-venue,Hyderabad,3,14,Body Exterior and Paint,Very Positive
82, Ashdel , 19:31 ,BHPian,Just wondering if any N Line owner has installed a wireless Carplay adapter and can share experience please. TIA, 26th October 2023,hyundai-venue,Delhi,172,162,Electric Motor/Battery,Very Positive
83, vijayendra16 , 19:11 ,Newbie,"Hi Ashdel, I recently bought OTTOCAST CarPlay wireless adapter in my new Venue N line N8 and have just used it about 2-3 times on city rounds. I found it good so far though I felt that the phone heated up a little bit. It got stuck once but unplugged and plugging back helped. I find it useful as I on't have to connect my phone. Will be doing a Goa trip shortly so planning to use it all the way to test it on long drives. Will update the results post that. For now, it seems worth it if plugging your phone every time is tedious. I got it for 7k on Amazon post some discounts. Here is the link: https://www.amazon.in/gp/product/B0C...?ie=UTF8&psc=1 Quote: Originally Posted by Ashdel Just wondering if any N Line owner has installed a wireless Carplay adapter and can share experience please. TIA ", 13th November 2023,hyundai-venue,bangalore,16,13,Interior/Instrument Panel/Material Quality (broken or difficult to use),Very Positive
84, beingvinodh , 06:54 ,Newbie,Hi All. This is my first post after my memebership being approved after 3 attempts. Feeling excited. Today I'm taking delivery of my Hyundai N Line N8 car - Susee Hyundai Tirunelveli. Planning to post a review. A quick question. Noticed the car comes with MRF Wanderer Street typres 215/60 R16. Planning to get it upgraded straighaway. Dealer suggesting Bridgestone while I read in forum here about Michelin in some thread. Can someone share their experience if you've upgraded please. Thanks!, 27th November 2023,hyundai-venue,Tuticorin,9,11,"Brakes, Wheels or Tires",Very Positive
85, _ajk_ , 10:57 ,Newbie,"Hi All, This is my first post on here and super excited to seek the help from fellow bhpians. I am planning to buy a new car for me, It will be my first car but we have 2 cars in our family and I have driven both of them a lot. I have made sure that I wanted to buy an automatic but not an AMT or an iMT. Hence My choice was reduced to DCTs and TCs and my budget was around 12 lakhs OTR. But soon I realized no cars with proper automatics are available in that price bracket. While researching, I stumbled upon Hyundai Venue S(O) DCT which is 13.4 Lakh on road in my city. This variant is decently loaded with feature which I am looking for. Hence I have almost finalized this. I have made a booking of this model and meanwhile continue doing research on this engine and gearbox combo. As this would be our first petrol car in family, all other cars are diesels only. I am specially worried about the DCT gearbox, I am hearing a lot about heating issues with DCT gearbox and their reliability, is this gearbox that bad or it can be manageable with proper care?", 18th December 2023,hyundai-venue,Pune,11,23,Climate Control - Heating & Cooling (broken or difficult to use),Positive
